leaf_path,leaf_path_canonical,hyde_score_raw,hyde_score_scaled
BIO / sleep_circadian_and_restoration / circadian_entrainment / context_shift_plans / weekend_social_shift_mitigation,BIO / sleep_circadian_and_restoration / circadian_entrainment / context_shift_plans / weekend_social_shift_mitigation,0.2033351212739944,203.3351212739944
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / inbed_settling / acceptance_of_wakefulness_practice,BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / inbed_settling / acceptance_of_wakefulness_practice,0.2006182074546814,200.6182074546814
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / inbed_settling / mindful_labeling_of_thoughts,BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / inbed_settling / mindful_labeling_of_thoughts,0.2004777640104293,200.4777640104293
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / morning_stabilization / morning_daylight_exposure,BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / morning_stabilization / morning_daylight_exposure,0.2006637305021286,200.6637305021286
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / night_awakenings_support / nonengagement_with_clock_checking,BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / night_awakenings_support / nonengagement_with_clock_checking,0.1987587362527847,198.7587362527847
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / low_stimulation_evening_activities,BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / low_stimulation_evening_activities,0.2270482778549194,227.0482778549194
BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / stimulating_content_avoidance,BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / stimulating_content_avoidance,0.2076440155506134,207.6440155506134
PSYCHO / brief_and_motivational_approaches / coaching_and_behavior_change_support / environmental_design_for_habits,PSYCHO / brief_and_motivational_approaches / coaching_and_behavior_change_support / environmental_design_for_habits,0.1986625790596008,198.6625790596008
PSYCHO / brief_and_motivational_approaches / coaching_and_behavior_change_support / strengths_utilization_planning,PSYCHO / brief_and_motivational_approaches / coaching_and_behavior_change_support / strengths_utilization_planning,0.2000707387924194,200.0707387924194
PSYCHO / brief_and_motivational_approaches / coaching_and_behavior_change_support / time_and_energy_prioritization,PSYCHO / brief_and_motivational_approaches / coaching_and_behavior_change_support / time_and_energy_prioritization,0.2363881021738052,236.3881021738052
PSYCHO / brief_and_motivational_approaches / solution_focused_brief_therapy / amplify_existing_successful_strategies,PSYCHO / brief_and_motivational_approaches / solution_focused_brief_therapy / amplify_existing_successful_strategies,0.1982498466968536,198.2498466968536
PSYCHO / brief_and_motivational_approaches / solution_focused_brief_therapy / identify_preferred_signs_of_change,PSYCHO / brief_and_motivational_approaches / solution_focused_brief_therapy / identify_preferred_signs_of_change,0.2180061340332031,218.0061340332031
