pseudoprofile_id,predictor_path,predictor_path_canonical,criterion,criterion_leaf,criterion_path,mapping_score,hyde_score_scaled,fused_score
pseudoprofile_FTC_ID031,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,920.0,,920.0
pseudoprofile_FTC_ID031,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Family',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,920.0,,920.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills','[PSYCHO] / Skills_Libraries / Emotion_Regulation_and_Affect_Skills',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,900.0,,900.0
pseudoprofile_FTC_ID031,'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies','[BIO] / Somatic_and_Interventional / Brain_Stimulation_Therapies',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,900.0,,900.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach','[PSYCHO] / Brief_and_Motivational_Approaches / Motivational_Interviewing_Approach',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,900.0,,900.0
pseudoprofile_FTC_ID031,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback','[BIO] / Neuromodulation_and_Neurostimulation / Biofeedback_and_Neurofeedback',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,900.0,,900.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / ACT_Contextual_Behavioral_Therapy',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,880.0,,880.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills','[PSYCHO] / Skills_Libraries / Emotion_Regulation_and_Affect_Skills',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,880.0,,880.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Brief_and_Motivational_Approaches > Coaching_and_Behavior_Change_Support','[PSYCHO] / Brief_and_Motivational_Approaches / Coaching_and_Behavior_Change_Support',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,880.0,,880.0
pseudoprofile_FTC_ID031,'[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation','[BIO] / Neuromodulation_and_Neurostimulation / Implantable_Central_Neuromodulation',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,880.0,,880.0
pseudoprofile_FTC_ID031,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Montages',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,880.0,,880.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Foundations_and_Common_Factors > Goals_Values_and_Maintenance_Planning','[PSYCHO] / Foundations_and_Common_Factors / Goals_Values_and_Maintenance_Planning',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,860.0,,860.0
pseudoprofile_FTC_ID031,'[BIO] > Neuromodulation_and_Neurostimulation > Digital_and_Immersive_Neuromodulation','[BIO] / Neuromodulation_and_Neurostimulation / Digital_and_Immersive_Neuromodulation',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,850.0,,850.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,840.0,,840.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Functional_Analytic_Behavior_Therapy',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,840.0,,840.0
pseudoprofile_FTC_ID031,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Magnetic_Stimulation_Family',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,830.0,,830.0
pseudoprofile_FTC_ID031,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",820.0,,820.0
pseudoprofile_FTC_ID031,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Magnetic_Stimulation_Targets',emotional / affective process / emotion process / *shame,*shame,emotional / affective process / emotion process / *shame,820.0,,820.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Brief_and_Motivational_Approaches > Solution_Focused_Brief_Therapy','[PSYCHO] / Brief_and_Motivational_Approaches / Solution_Focused_Brief_Therapy',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,820.0,,820.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,780.0,,780.0
pseudoprofile_FTC_ID031,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",780.0,,780.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries','[PSYCHO] / Cognitive_Behavioral_Therapies / CBT_Skills_Training_Libraries',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,760.0,,760.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",760.0,,760.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Foundations_and_Common_Factors > Case_Formulation_and_Treatment_Planning','[PSYCHO] / Foundations_and_Common_Factors / Case_Formulation_and_Treatment_Planning',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,750.0,,750.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",750.0,,750.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules','[PSYCHO] / Foundations_and_Common_Factors / Psychoeducation_Modules',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,700.0,,700.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > DBT_Skills_Based_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / DBT_Skills_Based_Therapy',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",700.0,,700.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,700.0,,700.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",700.0,,700.0
pseudoprofile_FTC_ID031,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Family',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",700.0,,700.0
pseudoprofile_FTC_ID031,'[BIO] > Sleep_and_Circadian > Sleep_Environment','[BIO] / Sleep_and_Circadian / Sleep_Environment',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",700.0,,700.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Radically_Open_Skills_Based_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Radically_Open_Skills_Based_Therapy',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",680.0,,680.0
pseudoprofile_FTC_ID031,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Magnetic_Stimulation_Family',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",*disproportionate_reaction_to_stressor,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / intermittent explosive disorder / harm profile / with property destruction / *disproportionate_reaction_to_stressor",680.0,,680.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,650.0,,650.0
pseudoprofile_FTC_ID031,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',emotional / arousal / wanting / goal-directed desire / *intentional desire,*intentional desire,emotional / arousal / wanting / goal-directed desire / *intentional desire,640.0,,640.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Radically_Open_Skills_Based_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Radically_Open_Skills_Based_Therapy',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,540.0,,540.0
pseudoprofile_FTC_ID031,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Stress_Inoculation_and_Coping_Skills','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Stress_Inoculation_and_Coping_Skills',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,520.0,,520.0
pseudoprofile_FTC_ID031,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities','[BIO] / Movement_and_Bodywork / Aerobic_Movement_Modalities',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,510.0,,510.0
pseudoprofile_FTC_ID031,'[BIO] > Movement_and_Bodywork > Digital_and_Remote_Therapy_Formats','[BIO] / Movement_and_Bodywork / Digital_and_Remote_Therapy_Formats',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,500.0,,500.0
pseudoprofile_FTC_ID031,'[BIO] > Movement_and_Bodywork > Mobility_MindBody_and_Somatic_Modalities','[BIO] / Movement_and_Bodywork / Mobility_MindBody_and_Somatic_Modalities',SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,*maintaining composure,SOCIAL / social skills / conflict resolution / emotional regulation / *maintaining composure,480.0,,480.0
