feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / mindful_eating_practice,BIO,5,1.0,1.2,0.4,0.2657538,0.013483287
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / environment_design_for_eating,BIO,5,1.0,3.4,1.7435595,0.25437683,0.008093394
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / hunger_fullness_cue_tracking,BIO,5,1.0,4.6,2.5768197,0.25972232,0.0242875
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / planned_snack_structure,BIO,5,1.0,4.8,0.97979593,0.2521307,0.012399672
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / reduce_ultraprocessed_foods,BIO,5,1.0,4.8,1.4696939,0.25138515,0.009820411
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / mindfulness_skills / mindful_eating_practice,PSYCHO,5,1.0,5.2,2.712932,0.25184983,0.013669625
PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / informal_everyday_mindfulness / mindful_eating_practice,PSYCHO,5,1.0,6.2,2.3999999,0.25019282,0.014078399
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / increase_whole_food_density,BIO,5,1.0,6.8,1.6,0.24644348,0.009663577
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / reduce_liquid_calories,BIO,5,1.0,9.8,1.6,0.23860309,0.010228285
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / slow_eating_pacing,BIO,5,1.0,11.0,2.529822,0.23629169,0.009162662
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / lifestyle_performance_and_wellbeing_integration / sleep_protection_and_recovery_routine,PSYCHO,5,1.0,12.6,3.0066593,0.22734936,0.009818042
BIO / nutrition_hydration_and_metabolic_health / dietary_patterns_and_frameworks / time_restricted_eating,BIO,5,1.0,12.6,4.758151,0.23417842,0.009657162
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / modern_clinical_protocol_arcs_solutions / cbti_sleep_maintenance_plan_implementation,PSYCHO,5,1.0,14.4,2.4979992,0.22401276,0.0057366346
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_monitoring_goals_and_feedback_loop,PSYCHO,5,1.0,18.4,5.3888774,0.22145136,0.006111959
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / modern_clinical_protocol_arcs_solutions / cbti_sleep_restriction_implementation,PSYCHO,5,1.0,20.6,6.3435006,0.21909936,0.0073608398
BIO / sleep_circadian_and_restoration / circadian_entrainment / activity_and_meal_cues / meal_timing_circadian_cue,BIO,5,1.0,20.8,6.9685006,0.21917102,0.008001899
BIO / sleep_circadian_and_restoration / circadian_entrainment / activity_and_meal_cues / social_rhythm_stabilization,BIO,5,1.0,21.4,4.4542117,0.21882682,0.0085284235
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / portion_visual_guides,BIO,5,1.0,21.4,13.58823,0.22050735,0.010550563
PSYCHO / cognitive_behavioral_therapies / sleep_related_cognitive_behavioral_interventions / conditioning_and_associations / relearning / reduce_time_checking_behavior,PSYCHO,5,1.0,23.6,8.475848,0.21794732,0.010778935
PSYCHO / change_process_and_therapeutic_phases / readiness_and_engagement / wellbeing_optimization_entry_path / lifestyle_stability_check_sleep_stress_support,PSYCHO,5,1.0,24.4,5.6780276,0.2169714,0.0059130085
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / foundational_self_regulation_skills / sleep_protection_basics_implementation,PSYCHO,5,1.0,24.4,6.7999997,0.21651073,0.008463694
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / sleep_fatigue_and_irritability_risk_mitigation_plan,SOCIAL,5,1.0,25.0,5.7619443,0.21635874,0.0060501387
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / assessment_and_functional_analysis / monitoring / avoidance_reduction_plan,PSYCHO,5,1.0,26.2,8.657945,0.2154781,0.007462329
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / grocery_environment_design,BIO,5,1.0,26.2,12.95222,0.21591802,0.008835918
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / control_theory_and_self_regulation_solutions / implementation_intentions_ifthen_design_routine,PSYCHO,5,1.0,27.2,6.93974,0.21459861,0.008398098
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / somatic_and_interoceptive_selfreports / appetite_and_satiety_log,BIO,5,1.0,28.4,9.308061,0.21440494,0.011336726
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / hapa_health_action_process_approach_solutions / hapa_action_control_self_monitoring_routine,PSYCHO,5,1.0,30.6,5.642694,0.21184845,0.0071896324
