criterion_leaf,criterion_path,predictor_path,_mapping_score
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments',700.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring',820.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',900.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries',750.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training',820.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Care_Delivery_Formats',860.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports',880.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Foundations_and_Common_Factors > Goals_Values_and_Maintenance_Planning',850.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules',800.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Measurement_Based_Care_and_Feedback > Measurement_and_Feedback_Systems',900.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments',700.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring',820.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',900.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries',750.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training',820.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Care_Delivery_Formats',860.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports',880.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[PSYCHO] > Foundations_and_Common_Factors > Goals_Values_and_Maintenance_Planning',850.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules',800.0
*ensuring promptness,psychological / temporal perspective / time management / meeting deadlines / *ensuring promptness,'[PSYCHO] > Measurement_Based_Care_and_Feedback > Measurement_and_Feedback_Systems',900.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[BIO] > Nutrition_and_Metabolism > Meal_Planning_and_Structure',540.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[BIO] > Personalization_and_Monitoring > Genetics_and_Pharmacogenomics_Tests',700.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments',610.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring',640.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',520.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries',510.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[PSYCHO] > Cognitive_and_Metacognitive_Interventions > Cognitive_Remediation_and_Rehabilitation',500.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports',700.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[PSYCHO] > Foundations_and_Common_Factors > Case_Formulation_and_Treatment_Planning',700.0
*task organization,psychological / environmental mastery / ability to manage environment / organizational skills / *task organization,'[PSYCHO] > Foundations_and_Common_Factors > Goals_Values_and_Maintenance_Planning',860.0
