feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / interpersonal_affect_triggers / repair_after_conflict_to_prevent_use_urges,PSYCHO,5,1.0,2.2,0.9797959,0.2622664,0.010545962
PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / informal_everyday_mindfulness / mindful_drinking_practice,PSYCHO,5,1.0,2.2,1.939072,0.26925215,0.0173926
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_social_pressure_without_use,PSYCHO,5,1.0,6.6,4.1279535,0.25324097,0.01302966
PSYCHO / substance_use_recovery_and_behavior_change / interpersonal_and_group_recovery_skills / support_engagement_skills / offer_support_to_others_as_commitment_practice,PSYCHO,5,1.0,7.0,4.64758,0.2530576,0.008060622
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_celebration_triggers_without_use,PSYCHO,5,1.0,8.6,3.611094,0.24988683,0.0131896725
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / cognitive_skills / cognitive_compassion_for_urges_without_indulgence,PSYCHO,5,1.0,8.8,5.3065996,0.25063378,0.0061299354
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / cognitive_skills / values_linked_choice_point_during_craving,PSYCHO,5,1.0,11.4,5.6780276,0.24690592,0.006333294
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / cognitive_skills / self_talk_for_delay_and_choice,PSYCHO,5,1.0,11.4,6.0860496,0.24585125,0.007905066
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / shame_guilt_and_self_attack_work / compassionate_response_to_lapse,PSYCHO,5,1.0,14.0,6.572671,0.24335738,0.011034127
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / shame_guilt_and_self_attack_work / reduce_self_criticism_after_setback,PSYCHO,5,1.0,16.6,9.024411,0.24277957,0.008773565
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_boredom_without_use,PSYCHO,5,1.0,19.0,8.3904705,0.2409507,0.011155992
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_skills_menu_construction_substance,PSYCHO,5,1.0,20.8,10.342147,0.23984797,0.010159274
PSYCHO / substance_use_recovery_and_behavior_change / assessment_and_formulation / goal_setting_and_change_targets / identify_priority_use_contexts_to_target,PSYCHO,5,1.0,20.8,14.176036,0.24241051,0.011084023
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_anger_without_use,PSYCHO,5,1.0,21.0,10.526158,0.24047852,0.012131118
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / mindfulness_and_surfing / allowing_urges_without_acting_practice,PSYCHO,5,1.0,22.2,14.634206,0.23903751,0.009205936
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / mindfulness_and_surfing / craving_as_wave_reframe,PSYCHO,5,1.0,23.2,10.906878,0.23812783,0.010036975
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / behavioral_skills / urge_triggered_ifthen_plan_substance,PSYCHO,5,1.0,23.8,10.127191,0.2364085,0.006187923
PSYCHO / substance_use_recovery_and_behavior_change / cue_and_context_management / stimulus_control_principles / reduce_exposure_to_triggering_contexts_strategy,PSYCHO,5,1.0,24.0,17.988886,0.23979673,0.014075673
PSYCHO / substance_use_recovery_and_behavior_change / engagement_and_motivation / commitment_and_confidence / change_plan_development_substance,PSYCHO,5,1.0,25.6,11.019982,0.23719135,0.0047139595
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_stress_without_use,PSYCHO,5,1.0,26.4,9.707729,0.23805824,0.01139004
PSYCHO / substance_use_recovery_and_behavior_change / rehabilitation_engagement_and_skill_use / aftercare_and_continuation_planning / plan_for_unexpected_triggers_post_transition,PSYCHO,5,1.0,30.2,11.052601,0.23476347,0.009365312
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / urge_tolerance_and_surfing / cognitive_reframe_urge_as_wave,PSYCHO,5,1.0,32.6,16.082289,0.23369119,0.0075616506
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / response_prevention_core / relapse_prevention_for_urges,PSYCHO,5,1.0,33.8,18.97788,0.23335943,0.006738707
PSYCHO / substance_use_recovery_and_behavior_change / rehabilitation_engagement_and_skill_use / aftercare_and_continuation_planning / maintain_motivation_after_intensity_shifts,PSYCHO,5,1.0,34.2,10.906878,0.2323775,0.00559653
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / distress_tolerance / impulse_pause_practice_for_use_urges,PSYCHO,5,1.0,35.2,5.8787756,0.23184872,0.0045857904
PSYCHO / substance_use_recovery_and_behavior_change / rehabilitation_engagement_and_skill_use / program_utilization_skills / use_structure_as_support_framework,PSYCHO,5,1.0,37.6,18.704012,0.23303027,0.0061924877
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / behavioral_skills / competing_response_planning_substance,PSYCHO,5,1.0,38.0,8.532291,0.23123269,0.005445863
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / behavioral_skills / exit_and_reset_strategy_for_highrisk_moments,PSYCHO,5,1.0,38.4,13.032268,0.23069116,0.0075594815
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / interpersonal_affect_triggers / boundary_setting_to_reduce_affect_drivers,PSYCHO,5,1.0,38.8,18.925116,0.2330184,0.012929735
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / problem_solving_and_decision_skills / alternative_paths_if_urge_strengthens,PSYCHO,5,1.0,39.0,5.4037027,0.23047726,0.0059563653
PSYCHO / substance_use_recovery_and_behavior_change / engagement_and_motivation / ambivalence_and_discrepancy / explore_pros_cons_of_change_substance,PSYCHO,5,1.0,40.0,20.435265,0.23080516,0.009483311
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / behavioral_skills / alternative_reward_substitution_planning,PSYCHO,5,1.0,41.4,17.89525,0.23032017,0.0051056165
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_shame_without_use,PSYCHO,5,1.0,41.6,17.2,0.23072562,0.009755593
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / cognitive_skills / cognitive_reframe_craving_is_timelimited,PSYCHO,5,1.0,43.4,20.55821,0.22947326,0.00970846
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / habit_reversal_family / awareness_training_for_urges,PSYCHO,5,1.0,43.4,23.913176,0.22994573,0.003778336
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / mindfulness_and_surfing / urge_surfing_practice_substance,PSYCHO,5,1.0,43.8,24.6609,0.23087537,0.011617372
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / problem_solving_and_decision_skills / precommitment_decision_rules_substance,PSYCHO,5,1.0,44.8,19.009472,0.2287369,0.007360683
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_cards_for_highrisk_situations,PSYCHO,5,1.0,46.6,20.085815,0.2288259,0.010359621
PSYCHO / substance_use_recovery_and_behavior_change / engagement_and_motivation / commitment_and_confidence / strengthen_self_efficacy_substance,PSYCHO,5,1.0,46.8,14.634206,0.22854643,0.005907976
PSYCHO / substance_use_recovery_and_behavior_change / relapse_prevention_and_lapse_management / highrisk_planning / alternative_action_menu_for_risky_moments,PSYCHO,5,1.0,48.4,8.979978,0.2275186,0.008566114
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / cognitive_skills / future_consequences_visualization_practice,PSYCHO,5,1.0,48.8,10.087616,0.2279348,0.006292096
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / urge_tolerance_and_surfing / compassionate_self_talk_during_urge,PSYCHO,5,1.0,49.2,29.430595,0.22906396,0.008228911
PSYCHO / substance_use_recovery_and_behavior_change / assessment_and_formulation / goal_setting_and_change_targets / select_mechanism_targets_for_intervention_substance,PSYCHO,5,1.0,50.4,27.074713,0.23008206,0.010937622
PSYCHO / substance_use_recovery_and_behavior_change / cue_and_context_management / cue_exposure_and_response_prevention / post_exposure_learning_summary_substance,PSYCHO,5,1.0,50.4,27.803598,0.2309637,0.014589176
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / delay_and_alternatives / urge_triggered_ifthen_plan,PSYCHO,5,1.0,54.2,27.931345,0.22718588,0.0071298815
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / shame_guilt_and_self_attack_work / self_forgiveness_practice_substance,PSYCHO,5,1.0,55.8,13.977125,0.22593832,0.0086839935
PSYCHO / substance_use_recovery_and_behavior_change / engagement_and_motivation / ambivalence_and_discrepancy / elicit_change_talk_substance,PSYCHO,5,1.0,57.8,16.80952,0.22520664,0.007746143
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / cognitive_skills / permission_giving_thoughts_identification,PSYCHO,5,1.0,60.2,11.651609,0.22463031,0.0076436927
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / foundational_self_regulation_skills / coping_plan_structure_noncrisis,PSYCHO,5,1.0,60.4,16.057398,0.22478008,0.004983661
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / distress_tolerance / turning_toward_emotion_instead_of_use,PSYCHO,5,1.0,60.6,15.396103,0.2244986,0.00953891
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / skills_rehearsal_and_generalization / behavioral_experiment_test_coping_beliefs,PSYCHO,5,1.0,61.6,15.2,0.22408493,0.007030833
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / behavioral_skills / remove_self_from_cue_rich_context_skill,PSYCHO,5,1.0,62.8,11.408769,0.22419927,0.0077511785
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / contingency_and_environment / reinforcement_and_design / precommitment_to_remove_temptations,PSYCHO,5,1.0,62.8,20.29187,0.2245892,0.008028466
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / mindfulness_and_surfing / decentering_from_craving_thoughts,PSYCHO,5,1.0,63.2,28.93026,0.22536834,0.01045338
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / urge_tolerance_and_surfing / values_linked_urge_endurance,PSYCHO,5,1.0,66.8,32.14592,0.22405843,0.006401932
PSYCHO / substance_use_recovery_and_behavior_change / cue_and_context_management / stimulus_control_principles / reconfigure_routines_to_avoid_cue_chains,PSYCHO,5,1.0,66.8,49.337208,0.2260813,0.014619677
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / shame_guilt_and_self_attack_work / shame_resilience_practices_substance,PSYCHO,5,1.0,67.8,16.363375,0.22315665,0.008222141
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / urge_tolerance_and_surfing / surf_the_impulse_with_breath_anchor,PSYCHO,5,1.0,68.4,39.64139,0.22470307,0.011102845
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / shame_guilt_and_self_attack_work / repair_and_restore_dignity_after_setback,PSYCHO,5,1.0,69.0,21.34479,0.22331548,0.008185123
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / assessment_and_functional_analysis / monitoring / avoidance_reduction_plan,PSYCHO,5,1.0,69.0,24.963974,0.22279668,0.0076186066
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / mindfulness_and_surfing / mindful_noting_of_craving_sensations,PSYCHO,5,1.0,70.4,40.331623,0.22436807,0.011625884
PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / affective_mindfulness_and_urge_work / urge_surfing_practice,PSYCHO,5,1.0,74.6,50.914043,0.22405382,0.012448189
