pseudoprofile_id,predictor_path,predictor_path_canonical,criterion,criterion_leaf,criterion_path,mapping_score,hyde_score_scaled,fused_score
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",940.0,,940.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",880.0,,880.0
pseudoprofile_FTC_ID004,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",880.0,,880.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries','[PSYCHO] / Cognitive_Behavioral_Therapies / CBT_Skills_Training_Libraries',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",860.0,,860.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring','[PSYCHO] / Cognitive_Behavioral_Therapies / Cognitive_Restructuring',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",830.0,,830.0
pseudoprofile_FTC_ID004,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Assessment_and_Goal_Setting','[SOCIAL] / Interpersonal_Therapeutic_Solutions / Assessment_and_Goal_Setting',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",820.0,,820.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation','[PSYCHO] / Skills_Libraries / Stress_Management_and_Relaxation',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",820.0,,820.0
pseudoprofile_FTC_ID004,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,820.0,,820.0
pseudoprofile_FTC_ID004,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",820.0,,820.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",800.0,,800.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring','[PSYCHO] / Cognitive_Behavioral_Therapies / Cognitive_Restructuring',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,800.0,,800.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,800.0,,800.0
pseudoprofile_FTC_ID004,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Conflict_and_Relationship_Repair','[SOCIAL] / Interpersonal_Therapeutic_Solutions / Conflict_and_Relationship_Repair',"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",800.0,,800.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,780.0,,780.0
pseudoprofile_FTC_ID004,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback','[BIO] / Neuromodulation_and_Neurostimulation / Biofeedback_and_Neurofeedback',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,780.0,,780.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,760.0,,760.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation','[PSYCHO] / Skills_Libraries / Stress_Management_and_Relaxation',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,750.0,,750.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills','[PSYCHO] / Skills_Libraries / Emotion_Regulation_and_Affect_Skills',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,750.0,,750.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training','[PSYCHO] / Cognitive_Behavioral_Therapies / Problem_Solving_Training',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,720.0,,720.0
pseudoprofile_FTC_ID004,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback','[BIO] / Neuromodulation_and_Neurostimulation / Biofeedback_and_Neurofeedback',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,710.0,,710.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Cognitive_Behavioral_Therapies > Transdiagnostic_CBT_Frameworks','[PSYCHO] / Cognitive_Behavioral_Therapies / Transdiagnostic_CBT_Frameworks',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,710.0,,710.0
pseudoprofile_FTC_ID004,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Stress_Inoculation_and_Coping_Skills','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Stress_Inoculation_and_Coping_Skills',trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,*tearfulness,trauma- and stressor-related disorders / adjustment disorders / with depressed mood / *tearfulness,700.0,,700.0
pseudoprofile_FTC_ID004,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,700.0,,700.0
pseudoprofile_FTC_ID004,'[BIO] > Movement_and_Bodywork > Mobility_MindBody_and_Somatic_Modalities','[BIO] / Movement_and_Bodywork / Mobility_MindBody_and_Somatic_Modalities',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,520.0,,520.0
pseudoprofile_FTC_ID004,'[BIO] > Sleep_and_Circadian > Sleep_Supplements','[BIO] / Sleep_and_Circadian / Sleep_Supplements',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,520.0,,520.0
pseudoprofile_FTC_ID004,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities','[BIO] / Movement_and_Bodywork / Aerobic_Movement_Modalities',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,500.0,,500.0
pseudoprofile_FTC_ID004,'[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities','[BIO] / Movement_and_Bodywork / Balance_and_Coordination_Modalities',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,480.0,,480.0
pseudoprofile_FTC_ID004,'[BIO] > Movement_and_Bodywork > Strength_and_Resistance_Modalities','[BIO] / Movement_and_Bodywork / Strength_and_Resistance_Modalities',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,460.0,,460.0
pseudoprofile_FTC_ID004,'[BIO] > Sleep_and_Circadian > Sleep_Environment','[BIO] / Sleep_and_Circadian / Sleep_Environment',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,450.0,,450.0
pseudoprofile_FTC_ID004,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes','[BIO] / Sleep_and_Circadian / Sleep_Pharmacotherapy_Classes',toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,*withdrawing,toddlerhood / emotional_development / stress_response / behavioral_responses / *withdrawing,420.0,,420.0
