pseudoprofile_id,predictor_path,predictor_path_canonical,criterion,criterion_leaf,criterion_path,mapping_score,hyde_score_scaled,fused_score
pseudoprofile_FTC_ID020,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,920.0,,920.0
pseudoprofile_FTC_ID020,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback','[BIO] / Neuromodulation_and_Neurostimulation / Biofeedback_and_Neurofeedback',neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,900.0,,900.0
pseudoprofile_FTC_ID020,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,900.0,,900.0
pseudoprofile_FTC_ID020,'[PSYCHO] > Foundations_and_Common_Factors > Therapeutic_Relationship_and_Context','[PSYCHO] / Foundations_and_Common_Factors / Therapeutic_Relationship_and_Context',personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,900.0,,900.0
pseudoprofile_FTC_ID020,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Assessment_and_Goal_Setting','[SOCIAL] / Interpersonal_Therapeutic_Solutions / Assessment_and_Goal_Setting',unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,900.0,,900.0
pseudoprofile_FTC_ID020,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,900.0,,900.0
pseudoprofile_FTC_ID020,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,900.0,,900.0
pseudoprofile_FTC_ID020,'[PSYCHO] > Measurement_Based_Care_and_Feedback > Measurement_and_Feedback_Systems','[PSYCHO] / Measurement_Based_Care_and_Feedback / Measurement_and_Feedback_Systems',physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,*routine medical visits,physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,900.0,,900.0
pseudoprofile_FTC_ID020,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Family',neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,900.0,,900.0
pseudoprofile_FTC_ID020,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Montages',neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,880.0,,880.0
pseudoprofile_FTC_ID020,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills','[PSYCHO] / Skills_Libraries / Emotion_Regulation_and_Affect_Skills',bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,880.0,,880.0
