feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / planning_and_grading / activation_design / task_initiation_cues,PSYCHO,5,1.0,2.0,1.264911,0.2589495,0.0154801905
PSYCHO / core_psychological_skills_toolkits / executive_function_and_self_management / initiation_and_followthrough / start_and_persist / implementation_intention_self_management,PSYCHO,5,1.0,3.8,1.9390719,0.24745409,0.01108462
PSYCHO / cognitive_capacity_enhancement_and_stimulation / program_setup_and_transfer / assessment_goals_and_task_selection / personalization / motivation_priming_for_practice,PSYCHO,5,1.0,7.6,5.314132,0.24239969,0.008900534
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / assessment_and_functional_analysis / monitoring / avoidance_reduction_plan,PSYCHO,5,1.0,7.8,4.261455,0.23902293,0.008621949
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / change_based_skills / opposite_action_and_action_shaping / behavioral_activation_for_low_mood,PSYCHO,5,1.0,10.6,16.764248,0.24921007,0.015765263
PSYCHO / core_psychological_skills_toolkits / executive_function_and_self_management / initiation_and_followthrough / start_and_persist / self_monitor_then_adjust_skill,PSYCHO,5,1.0,10.8,7.025667,0.23703687,0.009258255
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / protection_motivation_theory_solutions / pmt_self_efficacy_build_plan,PSYCHO,5,1.0,12.8,5.74108,0.23349702,0.0031584476
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_monitoring_goals_and_feedback_loop,PSYCHO,5,1.0,12.8,17.656727,0.24040647,0.009858401
PSYCHO / brief_and_motivational_approaches / solution_focused_brief_therapy / small_steps_planning,PSYCHO,5,1.0,15.2,7.934734,0.2317112,0.004943283
PSYCHO / cognitive_behavioral_therapies / problem_solving_training / implement_and_learn / action_and_review / stepwise_action_plan,PSYCHO,5,1.0,16.0,2.9664795,0.23026404,0.0036464809
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / hapa_health_action_process_approach_solutions / hapa_task_self_efficacy_building_plan,PSYCHO,5,1.0,16.4,5.9866524,0.23087963,0.0040947394
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reduce_vulnerability_and_increase_resilience / build_mastery_and_efficacy / graded_task_mastery_planning,PSYCHO,5,1.0,16.6,12.674384,0.23283434,0.005964543
PSYCHO / core_psychological_skills_toolkits / executive_function_and_self_management / initiation_and_followthrough / start_and_persist / start_cue_design_skill,PSYCHO,5,1.0,17.6,14.759403,0.23692143,0.01359287
PSYCHO / substance_use_recovery_and_behavior_change / engagement_and_motivation / commitment_and_confidence / reinforce_microcommitments_and_next_steps,PSYCHO,5,1.0,19.8,7.110555,0.2291158,0.006827587
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / planning_and_grading / activation_design / behavioral_activity_planning_system,PSYCHO,5,1.0,22.4,8.014986,0.2284244,0.0024315848
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / protection_motivation_theory_solutions / pmt_fear_to_action_channeling_plan,PSYCHO,5,1.0,22.8,4.4452224,0.22762394,0.004464691
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / rumination_interventions / disengage_and_shift / replace_rumination_with_values_action,PSYCHO,5,1.0,23.2,9.108238,0.22906204,0.007867885
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / planning_and_grading / activation_design / action_labeling_and_start_cue,PSYCHO,5,1.0,23.2,19.650955,0.23114629,0.011615738
PSYCHO / change_process_and_therapeutic_phases / readiness_and_engagement / motivation_readiness_and_ambivalence_work / self_efficacy_priming_protocol,PSYCHO,5,1.0,26.8,13.687951,0.2277743,0.0060334634
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / emotion_linked_reappraisal / threat_and_anxiety / safety_probability_reframe,PSYCHO,5,1.0,27.8,11.651609,0.22671151,0.0032524425
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / implementation_and_routine_building / minimum_viable_action_dose_definition,PSYCHO,5,1.0,30.4,15.919799,0.22628494,0.00811768
