mapping_predictor_path,mapping_predictor_path_canonical,n_matched_hyde_leaves,matched_hyde_leaves_joined
'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Family',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Magnetic_Stimulation_Family',0,
'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring','[BIO] / Personalization_and_Monitoring / Wearables_and_Home_Monitoring',0,
'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Psychiatric_Pharmacotherapy_Classes',0,
'[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Sleep_Related_Pharmacotherapy_Classes',0,
'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',0,
'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies','[BIO] / Sleep_and_Circadian / Sleep_Devices_and_Technologies',0,
'[BIO] > Sleep_and_Circadian > Sleep_Environment','[BIO] / Sleep_and_Circadian / Sleep_Environment',0,
'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes','[BIO] / Sleep_and_Circadian / Sleep_Pharmacotherapy_Classes',0,
'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',0,
'[BIO] > Sleep_and_Circadian > Sleep_Supplements','[BIO] / Sleep_and_Circadian / Sleep_Supplements',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring','[PSYCHO] / Cognitive_Behavioral_Therapies / Cognitive_Restructuring',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Perseverative_Cognition_Interventions','[PSYCHO] / Cognitive_Behavioral_Therapies / Perseverative_Cognition_Interventions',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training','[PSYCHO] / Cognitive_Behavioral_Therapies / Problem_Solving_Training',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Transdiagnostic_CBT_Frameworks','[PSYCHO] / Cognitive_Behavioral_Therapies / Transdiagnostic_CBT_Frameworks',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Cognitive_Trauma_Processing','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Cognitive_Trauma_Processing',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / EMDR_Informed_Interventions',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Exposure_Based_Trauma_Processing',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Imagery_and_Rescripting_Interventions','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Imagery_and_Rescripting_Interventions',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Narrative_and_Writing_Based_Interventions','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Narrative_and_Writing_Based_Interventions',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Stabilization_and_Resourcing','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Stabilization_and_Resourcing',0,
'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Trauma_Focused_CBT_Components','[PSYCHO] / Trauma_Memory_Imagery_and_Narrative_Work / Trauma_Focused_CBT_Components',0,
