feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
SOCIAL / digital_social_environment / digital_social_environment_solutions / boundaries_and_wellbeing / digital_overload_recovery_plan,SOCIAL,5,1.0,1.4,0.48989794,0.24558878,0.009067486
SOCIAL / digital_social_environment / digital_social_environment_solutions / boundaries_and_wellbeing / digital_boundary_setting_plan,SOCIAL,5,1.0,9.0,7.771744,0.23103404,0.010792895
SOCIAL / digital_social_environment / digital_social_environment_solutions / boundaries_and_wellbeing / notification_and_attention_management_plan,SOCIAL,5,1.0,10.4,7.578918,0.22648792,0.005930619
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / sleep_fatigue_and_irritability_risk_mitigation_plan,SOCIAL,5,1.0,50.6,47.44091,0.21350136,0.009180759
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / core_interpersonal_skills / assertiveness_and_boundaries / interpersonal_prioritization_and_overcommitment_boundary_coaching,SOCIAL,5,1.0,53.6,47.80209,0.21392067,0.00925542
SOCIAL / digital_social_environment / digital_social_environment_solutions / boundaries_and_wellbeing / device_free_social_rituals_design,SOCIAL,5,1.0,59.6,50.110275,0.21313977,0.0104274005
SOCIAL / digital_social_environment / digital_social_environment_solutions / boundaries_and_wellbeing / reduce_social_comparison_triggers_strategy,SOCIAL,5,1.0,62.8,44.69631,0.21163163,0.010528897
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / grounding_and_return_to_connection_steps,SOCIAL,5,1.0,107.2,64.03249,0.20588,0.008828615
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / work_stress_decompression_ritual_codesign,SOCIAL,5,1.0,124.2,45.49901,0.20268162,0.0072348323
SOCIAL / social_support_and_belonging / network_building_and_maintenance / reconnection_and_repair / boundary_reset_conversation_planning,SOCIAL,4,0.8,41.5,38.82332,0.21750493,0.009646743
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / core_interpersonal_skills / assertiveness_and_boundaries / boundary_setting_workshop,SOCIAL,4,0.8,48.25,40.683994,0.2126128,0.009778503
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / betrayal_and_repair_work / boundaries_restoration_after_betrayal_plan,SOCIAL,4,0.8,67.25,36.299965,0.20741937,0.009161336
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / betrayal_and_repair_work / affair_impact_processing_support_plan,SOCIAL,4,0.8,75.25,33.04826,0.20591718,0.008177545
SOCIAL / community_participation_and_social_prescribing / community_participation_pathway_supports / sustaining_and_integrating / overcommitment_boundary_planning,SOCIAL,4,0.8,103.25,77.85042,0.20892987,0.008284784
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / stress_spillover_prevention_plan,SOCIAL,4,0.8,104.0,46.421978,0.20382273,0.0059816777
SOCIAL / work_education_and_role_functioning / work_and_occupational_solutions / workplace_relationships_and_team_functioning / boundary_setting_for_work_communication,SOCIAL,3,0.6,91.333336,73.04033,0.20606585,0.008395006
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / conflict_deescalation_and_fair_fighting / post_conflict_reconnection_ritual_design,SOCIAL,3,0.6,91.666664,63.876617,0.20567416,0.010247638
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / core_interpersonal_skills / assertiveness_and_boundaries / boundary_repair_after_violation_coaching,SOCIAL,3,0.6,93.666664,32.355663,0.2038214,0.007758347
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / sexual_communication_and_consent / boundaries_safety_and_exploration / sexual_boundaries_and_safety_plan,SOCIAL,3,0.6,111.333336,21.638443,0.20176184,0.006340345
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / sexual_communication_and_consent / boundaries_safety_and_exploration / substance_and_sex_risk_reduction_plan,SOCIAL,3,0.6,113.666664,12.657892,0.20131762,0.0056169787
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / reengagement_after_isolation_plan,SOCIAL,3,0.6,114.0,55.37147,0.2043715,0.0098891705
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / trust_building_and_maintenance / transparency_and_reassurance_behaviors_plan,SOCIAL,3,0.6,115.666664,16.73984,0.20131578,0.005505092
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / link_worker_and_followthrough_support / problem_solving_barriers_during_engagement,SOCIAL,3,0.6,115.666664,17.441967,0.20004678,0.006024022
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / conflict_deescalation_and_fair_fighting / mutual_timeout_and_return_protocol,SOCIAL,3,0.6,116.333336,15.173076,0.201129,0.0031931477
SOCIAL / social_support_and_belonging / network_building_and_maintenance / reconnection_and_repair / relationship_expectation_reset_planning,SOCIAL,3,0.6,119.666664,40.433758,0.20159133,0.007691284
SOCIAL / community_participation_and_social_prescribing / community_participation_pathway_supports / safety_boundaries_and_conflict / substance_and_risk_environment_safety_planning,SOCIAL,3,0.6,121.0,8.83176,0.20071547,0.0039249044
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / meaningful_activity_with_others_planning,SOCIAL,3,0.6,133.0,69.46942,0.20342205,0.010891454
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / conflict_deescalation_and_fair_fighting / criticism_defensiveness_contempt_stonewalling_reduction_plan,SOCIAL,3,0.6,148.66667,9.104334,0.19903894,0.0047837943
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / self_soothing_and_couple_soothing_balancing_plan,SOCIAL,3,0.6,158.66667,15.860503,0.20044024,0.0057073035
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / technology_privacy_and_digital_life / technology_use_boundary_as_couple,SOCIAL,2,0.4,57.0,4.0,0.20729512,0.005696088
SOCIAL / community_participation_and_social_prescribing / community_participation_pathway_supports / safety_boundaries_and_conflict / boundary_setting_for_group_participation,SOCIAL,2,0.4,57.5,22.5,0.20827267,0.0011460856
SOCIAL / family_parenting_and_household_systems / parenting_and_caregiver_support / parenting_education_and_coaching / boundary_setting_parenting_program,SOCIAL,2,0.4,58.5,25.5,0.20808534,0.00085377693
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / safety_and_trust_in_support / reduce_toxic_relationship_exposure_plan,SOCIAL,2,0.4,72.0,20.0,0.21153733,0.0015586168
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / technology_privacy_and_digital_life / online_flirting_boundary_negotiation_coaching,SOCIAL,2,0.4,108.5,6.5,0.20105147,0.0057874992
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / betrayal_and_repair_work / disclosure_and_accountability_conversation_protocol,SOCIAL,2,0.4,108.5,46.5,0.2060076,0.0055215284
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / structured_problem_solving_as_couple_protocol,SOCIAL,2,0.4,121.5,43.5,0.2007328,0.008757137
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / technology_privacy_and_digital_life / pornography_boundary_negotiation_coaching,SOCIAL,2,0.4,124.0,42.0,0.20065725,0.008707523
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / boundaries_roles_and_expectations / boundary_setting_as_couple,SOCIAL,2,0.4,125.0,35.0,0.20016056,0.002538599
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / trust_building_and_maintenance / trust_building_microbehaviors_practice,SOCIAL,2,0.4,131.0,13.0,0.20327035,0.002251707
SOCIAL / romantic_intimacy_and_relationships / relationship_safety_and_protection / assessment_and_planning / risk_screening_and_stabilization / safe_contact_and_boundary_planning,SOCIAL,2,0.4,131.0,20.0,0.19941832,0.0040423423
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / micro_connection_opportunities_plan,SOCIAL,2,0.4,136.0,2.0,0.20570603,0.0019479468
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / betrayal_and_repair_work / repair_after_betrayal_therapeutic_program,SOCIAL,2,0.4,137.0,15.0,0.2028524,0.0021631345
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / loneliness_reduction_action_plan,SOCIAL,2,0.4,142.5,29.5,0.20540059,0.003198564
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / connection_rituals_and_quality_time / device_free_couple_time_ritual_design,SOCIAL,2,0.4,189.0,2.0,0.19947991,0.00138136
SOCIAL / work_education_and_role_functioning / work_and_occupational_solutions / job_retention_and_support / workload_and_role_clarity_negotiation_support,SOCIAL,1,0.2,36.0,0.0,0.2061995,0.0
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / social_skills_training_and_coaching / group_format / structured_social_skills_group_program,SOCIAL,1,0.2,60.0,0.0,0.21167208,0.0
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / group_therapy_formats / skills_oriented / structured_social_skills_group_program,SOCIAL,1,0.2,67.0,0.0,0.21091141,0.0
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / assessment_and_plan / barriers_to_engagement_assessment,SOCIAL,1,0.2,88.0,0.0,0.20561482,0.0
SOCIAL / romantic_intimacy_and_relationships / relational_therapeutic_services / separation_and_coparenting_support / emotional_recovery_and_adjustment / no_contact_or_low_contact_boundary_planning,SOCIAL,1,0.2,109.0,0.0,0.20616418,0.0
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / social_skills_training_and_coaching / generalization_and_maintenance / social_setback_review_and_adjustment_session,SOCIAL,1,0.2,119.0,0.0,0.20532817,0.0
SOCIAL / social_support_and_belonging / network_building_and_maintenance / reconnection_and_repair / conflict_repair_and_reengagement_support,SOCIAL,1,0.2,120.0,0.0,0.20532477,0.0
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / sexual_communication_and_consent / consent_and_communication / responding_to_no_and_boundary_respect_skills_coaching,SOCIAL,1,0.2,123.0,0.0,0.20223403,0.0
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / facilitation_and_coordinated_dialogue / integration_coaching / return_to_social_roles_integration_coaching,SOCIAL,1,0.2,131.0,0.0,0.20172064,0.0
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / social_skills_training_and_coaching / generalization_and_maintenance / between_session_social_practice_assignment_coaching,SOCIAL,1,0.2,145.0,0.0,0.20353454,0.0
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / connection_rituals_and_quality_time / quality_time_planning_framework,SOCIAL,1,0.2,159.0,0.0,0.20020361,0.0
SOCIAL / community_participation_and_social_prescribing / community_participation_pathway_supports / safety_boundaries_and_conflict / privacy_and_digital_safety_for_group_engagement,SOCIAL,1,0.2,159.0,0.0,0.19223557,0.0
SOCIAL / social_support_and_belonging / network_building_and_maintenance / initiation_and_invitation_support / gradual_social_exposure_plan,SOCIAL,1,0.2,161.0,0.0,0.20269413,0.0
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / assessment_and_formulation / risk_and_safety_in_relationships / digital_interpersonal_safety_planning_session,SOCIAL,1,0.2,164.0,0.0,0.20258544,0.0
SOCIAL / social_support_and_belonging / network_building_and_maintenance / initiation_and_invitation_support / structured_social_invitation_scripts,SOCIAL,1,0.2,166.0,0.0,0.20248455,0.0
SOCIAL / work_education_and_role_functioning / work_and_occupational_solutions / job_retention_and_support / return_to_work_planning_service,SOCIAL,1,0.2,170.0,0.0,0.1994058,0.0
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / conflict_deescalation_and_fair_fighting / conflict_deescalation_routine_for_couples,SOCIAL,1,0.2,177.0,0.0,0.19146465,0.0
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / connection_rituals_and_quality_time / relationship_checkin_protocol_design,SOCIAL,1,0.2,183.0,0.0,0.19863933,0.0
SOCIAL / family_parenting_and_household_systems / caregiving_and_respite_solutions / task_sharing_and_planning / care_role_clarification_and_boundary_planning,SOCIAL,1,0.2,184.0,0.0,0.19113994,0.0
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / jealousy_insecurity_and_reassurance / social_media_jealousy_trigger_reduction_plan,SOCIAL,1,0.2,185.0,0.0,0.20093547,0.0
SOCIAL / work_education_and_role_functioning / education_and_training_context_solutions / learning_skills_and_structure / time_and_task_organization_coaching,SOCIAL,1,0.2,189.0,0.0,0.20072435,0.0
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / social_skills_training_and_coaching / generalization_and_maintenance / skills_generalization_to_real_world_support,SOCIAL,1,0.2,190.0,0.0,0.1982693,0.0
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / assessment_and_formulation / risk_and_safety_in_relationships / protective_boundary_plan_codesign_session,SOCIAL,1,0.2,192.0,0.0,0.19095829,0.0
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / shared_stress_debrief_ritual,SOCIAL,1,0.2,193.0,0.0,0.20053443,0.0
SOCIAL / social_support_and_belonging / support_network_development / family_caregiver_and_friends_mobilization / supportive_checkin_network_setup,SOCIAL,1,0.2,194.0,0.0,0.20049772,0.0
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / partner_support_during_panic_or_overwhelm_plan,SOCIAL,1,0.2,199.0,0.0,0.1905439,0.0
