criterion_leaf,criterion_path,predictor_path,_mapping_score
*anxious mood,emotional / mood process / *anxious mood,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities',640.0
*anxious mood,emotional / mood process / *anxious mood,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes',880.0
*anxious mood,emotional / mood process / *anxious mood,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',900.0
*anxious mood,emotional / mood process / *anxious mood,'[BIO] > Sleep_and_Circadian > Sleep_Environment',850.0
*anxious mood,emotional / mood process / *anxious mood,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes',820.0
*anxious mood,emotional / mood process / *anxious mood,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',750.0
*anxious mood,emotional / mood process / *anxious mood,'[BIO] > Sleep_and_Circadian > Sleep_Supplements',700.0
*anxious mood,emotional / mood process / *anxious mood,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',780.0
*anxious mood,emotional / mood process / *anxious mood,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',800.0
*anxious mood,emotional / mood process / *anxious mood,'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance',700.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages',830.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',850.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets',800.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',950.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies',820.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[BIO] > Sleep_and_Circadian > Sleep_Environment',800.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',780.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies',900.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',780.0
*intrusive_ruminative_thoughts_present,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *intrusive_ruminative_thoughts_present,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',860.0
*long-term objective setting,psychological / temporal perspective / future orientation / goal planning / *long-term objective setting,'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments',600.0
*long-term objective setting,psychological / temporal perspective / future orientation / goal planning / *long-term objective setting,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Care_Delivery_Formats',650.0
*long-term objective setting,psychological / temporal perspective / future orientation / goal planning / *long-term objective setting,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports',700.0
*long-term objective setting,psychological / temporal perspective / future orientation / goal planning / *long-term objective setting,'[PSYCHO] > Foundations_and_Common_Factors > Case_Formulation_and_Treatment_Planning',880.0
*long-term objective setting,psychological / temporal perspective / future orientation / goal planning / *long-term objective setting,'[PSYCHO] > Foundations_and_Common_Factors > Goals_Values_and_Maintenance_Planning',920.0
*long-term objective setting,psychological / temporal perspective / future orientation / goal planning / *long-term objective setting,'[PSYCHO] > Measurement_Based_Care_and_Feedback > Measurement_and_Feedback_Systems',750.0
*persistent_negative_beliefs_about_safety_and_world,trauma- and stressor-related disorders / posttraumatic stress spectrum / posttraumatic stress disorder / by precipitating trauma / natural disaster / *persistent_negative_beliefs_about_safety_and_world,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',780.0
*persistent_negative_beliefs_about_safety_and_world,trauma- and stressor-related disorders / posttraumatic stress spectrum / posttraumatic stress disorder / by precipitating trauma / natural disaster / *persistent_negative_beliefs_about_safety_and_world,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes',700.0
*persistent_negative_beliefs_about_safety_and_world,trauma- and stressor-related disorders / posttraumatic stress spectrum / posttraumatic stress disorder / by precipitating trauma / natural disaster / *persistent_negative_beliefs_about_safety_and_world,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',840.0
