mapping_predictor_path,mapping_predictor_path_canonical,n_matched_hyde_leaves,matched_hyde_leaves_joined
'[BIO] > Movement_and_Bodywork > Digital_and_Remote_Therapy_Formats','[BIO] / Movement_and_Bodywork / Digital_and_Remote_Therapy_Formats',0,
'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring','[BIO] / Personalization_and_Monitoring / Wearables_and_Home_Monitoring',0,
'[PSYCHO] > Brief_and_Motivational_Approaches > Coaching_and_Behavior_Change_Support','[PSYCHO] / Brief_and_Motivational_Approaches / Coaching_and_Behavior_Change_Support',0,
'[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach','[PSYCHO] / Brief_and_Motivational_Approaches / Motivational_Interviewing_Approach',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',0,
'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Care_Delivery_Formats','[PSYCHO] / Digital_and_Tech_Enabled_Solutions / Care_Delivery_Formats',0,
'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports','[PSYCHO] / Digital_and_Tech_Enabled_Solutions / Digital_Tools_and_Supports',0,
'[PSYCHO] > Insight_Oriented_Therapies > Mentalization_Based_Interventions','[PSYCHO] / Insight_Oriented_Therapies / Mentalization_Based_Interventions',0,
'[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions','[PSYCHO] / Interpersonal_and_Attachment_Therapies / Attachment_Informed_Interventions',0,
'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills','[PSYCHO] / Skills_Libraries / Emotion_Regulation_and_Affect_Skills',0,
'[PSYCHO] > Skills_Libraries > Interpersonal_and_Communication_Skills','[PSYCHO] / Skills_Libraries / Interpersonal_and_Communication_Skills',0,
'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation','[PSYCHO] / Skills_Libraries / Stress_Management_and_Relaxation',0,
'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / ACT_Contextual_Behavioral_Therapy',0,
'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Compassion_Focused_Interventions','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Compassion_Focused_Interventions',0,
'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions',0,
'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Radically_Open_Skills_Based_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Radically_Open_Skills_Based_Therapy',0,
'[SOCIAL] > Care_Navigation_Access_and_Coordination > Access_Barrier_Reduction_Solutions','[SOCIAL] / Care_Navigation_Access_and_Coordination / Access_Barrier_Reduction_Solutions',0,
'[SOCIAL] > Digital_Social_Environment > Digital_Life_Assessment_and_Guardrails','[SOCIAL] / Digital_Social_Environment / Digital_Life_Assessment_and_Guardrails',0,
'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Contextual_and_Practical_Supports','[SOCIAL] / Interpersonal_Therapeutic_Solutions / Contextual_and_Practical_Supports',0,
'[SOCIAL] > Romantic_Intimacy_and_Relationships > Relational_Therapeutic_Services','[SOCIAL] / Romantic_Intimacy_and_Relationships / Relational_Therapeutic_Services',0,
'[SOCIAL] > Romantic_Intimacy_and_Relationships > Romantic_Relationship_Skills_and_Support','[SOCIAL] / Romantic_Intimacy_and_Relationships / Romantic_Relationship_Skills_and_Support',0,
'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance','[SOCIAL] / Social_Support_and_Belonging / Network_Building_And_Maintenance',0,
'[SOCIAL] > Socioeconomic_and_Material_Resource_Solutions > Financial_and_Benefits_Support','[SOCIAL] / Socioeconomic_and_Material_Resource_Solutions / Financial_and_Benefits_Support',0,
'[SOCIAL] > Work_Education_and_Role_Functioning > Education_and_Training_Context_Solutions','[SOCIAL] / Work_Education_and_Role_Functioning / Education_and_Training_Context_Solutions',0,
