feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / loneliness_reduction_action_plan,SOCIAL,5,1.0,1.2,0.4,0.2617399,0.015599982
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / reengagement_after_isolation_plan,SOCIAL,5,1.0,2.0,0.6324555,0.25879297,0.015126255
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / micro_connection_opportunities_plan,SOCIAL,5,1.0,4.2,1.1661904,0.24786985,0.013842477
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / clinical_specialization_focus / social_anxiety_and_avoidance_profile_support / post_interaction_rumination_reduction_coaching,SOCIAL,5,1.0,4.6,1.8547237,0.24996682,0.015494582
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / barrier_analysis_for_social_withdrawal,SOCIAL,5,1.0,6.4,3.0066593,0.24499154,0.015518464
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / meaningful_activity_with_others_planning,SOCIAL,5,1.0,8.2,4.166533,0.2402587,0.015674317
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_monitoring_goals_and_feedback_loop,PSYCHO,5,1.0,9.6,4.0792155,0.23424473,0.005410907
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_social_support_as_opportunity_design,PSYCHO,5,1.0,10.0,1.8973665,0.23142569,0.006956422
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / assessment_and_functional_analysis / monitoring / avoidance_reduction_plan,PSYCHO,5,1.0,11.2,8.009994,0.23671862,0.011042053
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / safety_and_trust_in_support / reduce_toxic_relationship_exposure_plan,SOCIAL,5,1.0,12.2,4.7916594,0.23140807,0.012682924
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / lifestyle_performance_and_wellbeing_integration / social_connection_investment_plan,PSYCHO,5,1.0,13.6,4.8414874,0.2297928,0.0075813066
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_efficacy_mastery_recall_practice,PSYCHO,5,1.0,14.0,3.847077,0.2272785,0.005296961
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / tools_and_worksheets / structured_forms / self_compassion_for_rumination,PSYCHO,5,1.0,17.6,10.268398,0.2248117,0.008185216
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_modeling_and_observational_learning_plan,PSYCHO,5,1.0,18.0,4.516636,0.22527385,0.00522579
