criterion_leaf,criterion_path,predictor_path,_mapping_score
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',680.0
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Nutrition_and_Metabolism > Dietary_Patterns',650.0
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Nutrition_and_Metabolism > Medical_Nutrition_Therapy_Tools',620.0
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Nutrition_and_Metabolism > Micronutrient_Supplement_Forms',610.0
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Nutrition_and_Metabolism > Supplement_and_Nutraceutical_Library',590.0
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Pharmacology_and_Biomedical_Treatments > Endocrine_and_Metabolic_Pharmacotherapy_Classes',940.0
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes',760.0
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',820.0
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',780.0
*affective_lability,schizophrenia spectrum and other psychotic disorders / acute and brief psychotic disorders / acute and transient psychotic disorder / acute polymorphic psychosis / *affective_lability,'[BIO] > Sleep_and_Circadian > Sleep_Supplements',700.0
*distress_anxiety_response_to_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *distress_anxiety_response_to_trigger_sounds,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',600.0
*distress_anxiety_response_to_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *distress_anxiety_response_to_trigger_sounds,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',700.0
