criterion_leaf,criterion_path,predictor_path,_mapping_score
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',780.0
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',900.0
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[PSYCHO] > Skills_Libraries > Interpersonal_and_Communication_Skills',850.0
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',780.0
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Assessment_and_Goal_Setting',820.0
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Conflict_and_Relationship_Repair',800.0
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Contextual_and_Practical_Supports',780.0
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Skill_Building_and_Psychoeducation',760.0
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Therapy_and_Support_Formats',740.0
*emotional bonding,emotional / positive emotions / love / bonding / *emotional bonding,'[SOCIAL] > Romantic_Intimacy_and_Relationships > Relational_Therapeutic_Services',740.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities',420.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities',380.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Movement_and_Bodywork > Mobility_MindBody_and_Somatic_Modalities',400.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Movement_and_Bodywork > Strength_and_Resistance_Modalities',390.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Nutrition_and_Metabolism > Dietary_Patterns',520.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Nutrition_and_Metabolism > Hydration_and_Beverage_Tools',550.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Nutrition_and_Metabolism > Meal_Planning_and_Structure',550.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments',520.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',880.0
*feeling out of control,emotional / subjective affective feeling / *feeling out of control,'[BIO] > Sleep_and_Circadian > Sleep_Environment',860.0
*reassurance_seeking_related_to_symptoms,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *reassurance_seeking_related_to_symptoms,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',590.0
*reassurance_seeking_related_to_symptoms,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *reassurance_seeking_related_to_symptoms,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',750.0
*reassurance_seeking_related_to_symptoms,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *reassurance_seeking_related_to_symptoms,'[BIO] > Sleep_and_Circadian > Sleep_Environment',700.0
*reassurance_seeking_related_to_symptoms,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *reassurance_seeking_related_to_symptoms,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',780.0
*reassurance_seeking_related_to_symptoms,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *reassurance_seeking_related_to_symptoms,'[PSYCHO] > Brief_and_Motivational_Approaches > Coaching_and_Behavior_Change_Support',610.0
*reassurance_seeking_related_to_symptoms,trauma- and stressor-related disorders / adjustment disorders / with somatic symptoms / *reassurance_seeking_related_to_symptoms,'[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach',590.0
