feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / hunger_fullness_cue_tracking,BIO,5,1.0,1.0,0.0,0.28523687,0.023299415
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / planned_snack_structure,BIO,5,1.0,4.0,1.264911,0.23628226,0.012386321
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / mindful_eating_practice,BIO,5,1.0,5.4,1.8547237,0.23240343,0.011283225
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / increase_whole_food_density,BIO,5,1.0,5.8,3.7094474,0.23397835,0.0024157302
BIO / sleep_circadian_and_restoration / circadian_entrainment / activity_and_meal_cues / meal_timing_circadian_cue,BIO,5,1.0,9.4,10.365327,0.23879163,0.02201493
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / environment_design_for_eating,BIO,5,1.0,10.2,2.993326,0.22565234,0.011988529
BIO / nutrition_hydration_and_metabolic_health / dietary_patterns_and_frameworks / mind_diet,BIO,5,1.0,12.4,3.0724583,0.2230628,0.010320414
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / mindfulness_skills / mindfulness_of_body_cues,PSYCHO,5,1.0,14.4,5.161395,0.22067073,0.010762799
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / information_diet_and_mental_inputs / information_diet_reflection_over_reactivity_practice,PSYCHO,5,1.0,14.8,4.749737,0.21987526,0.0075392206
PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / informal_everyday_mindfulness / mindful_eating_practice,PSYCHO,5,1.0,16.2,4.5782094,0.21871892,0.011363567
BIO / nutrition_hydration_and_metabolic_health / meal_planning_and_structure / planning_tools / clinical_nutrition_counseling,BIO,5,1.0,17.4,7.552483,0.21996346,0.011024056
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / mindfulness_skills / mindful_eating_practice,PSYCHO,5,1.0,19.0,10.059821,0.21746087,0.012619896
BIO / nutrition_hydration_and_metabolic_health / eating_behavior_and_satiety_skills / reduce_ultraprocessed_foods,BIO,5,1.0,20.6,7.657676,0.21641883,0.009183405
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / information_diet_and_mental_inputs / information_diet_emotional_contagion_awareness_practice,PSYCHO,5,1.0,21.4,7.2553425,0.21519065,0.010213897
PSYCHO / foundations_and_common_factors / goals_values_and_maintenance_planning / avoidance_goal_reframe_to_approach,PSYCHO,5,1.0,22.0,9.143304,0.21536759,0.010555543
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / information_diet_and_mental_inputs / information_diet_choose_inputs_aligned_with_values,PSYCHO,5,1.0,23.6,3.8262253,0.21377659,0.008153868
