feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
PSYCHO / foundations_and_common_factors / psychoeducation_modules / stress_and_arousal / interoception_and_bodily_sensations / psychoeducation_panic_sensations_as_safe_but_intense,PSYCHO,5,1.0,1.6,1.2,0.2754295,0.020219412
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / emotion_linked_reappraisal / threat_and_anxiety / reattribute_threat_to_arousal_sensitivity,PSYCHO,5,1.0,2.4,0.48989797,0.25797313,0.01260572
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / emotion_linked_reappraisal / threat_and_anxiety / safety_probability_reframe,PSYCHO,5,1.0,6.2,3.0594118,0.24903087,0.010245374
PSYCHO / substance_use_recovery_and_behavior_change / cue_and_context_management / stimulus_control_principles / reduce_exposure_to_triggering_contexts_strategy,PSYCHO,5,1.0,6.8,2.3999999,0.24700646,0.010748818
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / safety_behavior_work / identify_and_remove / reduce_reassurance_seeking_and_checking,PSYCHO,5,1.0,7.6,4.1761227,0.24508318,0.009269567
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / stop_threat_monitoring_and_checking,PSYCHO,5,1.0,9.2,4.7916594,0.24176243,0.010097159
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / exposure_modalities / mindfulness_integrated / allowing_anxiety_during_exposure_practice,PSYCHO,5,1.0,11.0,12.505999,0.24548773,0.01676981
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / theory_of_planned_behavior_solutions / tpb_perceived_control_barrier_solving,PSYCHO,5,1.0,13.4,12.563438,0.24548697,0.015935415
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / distress_tolerance_skills / breathing_to_downshift_arousal,PSYCHO,5,1.0,14.6,8.957678,0.2376694,0.013705466
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / modify_beliefs_about_thought_danger,PSYCHO,5,1.0,15.6,5.4258637,0.23508427,0.009170326
