pseudoprofile_id,predictor_path,predictor_path_canonical,criterion,criterion_leaf,criterion_path,mapping_score,hyde_score_scaled,fused_score
pseudoprofile_FTC_ID024,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning',anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,920.0,,920.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning',anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,920.0,,920.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,900.0,,900.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning',obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,900.0,,900.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions',anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,880.0,,880.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,880.0,,880.0
pseudoprofile_FTC_ID024,'[BIO] > Environment_and_Exposure > Sensory_Environment','[BIO] / Environment_and_Exposure / Sensory_Environment',obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,880.0,,880.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,860.0,,860.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills','[PSYCHO] / Skills_Libraries / Emotion_Regulation_and_Affect_Skills',anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,860.0,,860.0
pseudoprofile_FTC_ID024,'[BIO] > Neuromodulation_and_Neurostimulation > Sensory_and_Network_Modulation','[BIO] / Neuromodulation_and_Neurostimulation / Sensory_and_Network_Modulation',obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,860.0,,860.0
pseudoprofile_FTC_ID024,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,850.0,,850.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,850.0,,850.0
pseudoprofile_FTC_ID024,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Psychiatric_Pharmacotherapy_Classes',neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,820.0,,820.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / ACT_Contextual_Behavioral_Therapy',anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,820.0,,820.0
pseudoprofile_FTC_ID024,'[BIO] > Sleep_and_Circadian > Sleep_Environment','[BIO] / Sleep_and_Circadian / Sleep_Environment',obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,820.0,,820.0
pseudoprofile_FTC_ID024,'[SOCIAL] > Romantic_Intimacy_and_Relationships > Relational_Therapeutic_Services','[SOCIAL] / Romantic_Intimacy_and_Relationships / Relational_Therapeutic_Services',neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,800.0,,800.0
pseudoprofile_FTC_ID024,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / ACT_Contextual_Behavioral_Therapy',anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,800.0,,800.0
