feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / medication_optimization_coordination_for_pain,BIO,5,1.0,1.2,0.4,0.27057505,0.010364713
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / pain_function_goal_setting_and_tracking_pathway,BIO,5,1.0,3.8,2.2271056,0.25627407,0.01343403
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / chronic_pain_multimodal_assessment_pathway,BIO,5,1.0,6.0,2.0,0.25085798,0.0111487005
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / pain_crisis_triage_and_safety_planning_pathway,BIO,5,1.0,7.2,5.491812,0.2502691,0.012805582
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / neuromuscular_rehabilitation_coordination_for_pain,BIO,5,1.0,8.2,1.7204651,0.24624293,0.010798191
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / ecological_momentary_assessment_ema / momentary_coping_and_response / ema_perceived_coping_effectiveness,BIO,5,1.0,14.6,5.885576,0.23158589,0.0061065815
BIO / medical_assessment_and_physiology_testing / physiology_and_somatic_optimization_tools / pain_and_physical_function_pathways / pain_rehabilitation_pathway,BIO,5,1.0,24.4,14.63694,0.22767095,0.0058838427
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / daily_and_retrospective_logs / pain_intensity_and_interference_log,BIO,5,1.0,27.2,30.413157,0.23209539,0.013024418
BIO / movement_physical_function_and_somatic_care / rehabilitation_and_functional_restoration / rehab_exercise_families / isometric_pain_modulation_framework,BIO,5,1.0,28.4,11.0381155,0.22411208,0.006222527
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / pain_related_sleep_disruption_assessment_pathway,BIO,5,1.0,32.2,27.952818,0.22614443,0.009922887
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / interventional_pain_procedure_eligibility_evaluation,BIO,5,1.0,35.4,34.41279,0.22575232,0.011097083
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / ecological_momentary_assessment_ema / momentary_somatic_and_physiological_perception / ema_pain_level,BIO,5,1.0,35.6,15.134067,0.22147174,0.005629358
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / pain_medicine_consultation_pathway,BIO,5,1.0,57.2,49.458675,0.2186096,0.010762582
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / central_sensitization_evaluation_pathway,BIO,5,1.0,67.8,35.801678,0.21411116,0.0067115244
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / ecological_momentary_assessment_ema / momentary_coping_and_response / ema_impulse_control,BIO,5,1.0,71.8,20.350922,0.21271546,0.0055109803
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / ecological_momentary_assessment_ema / momentary_coping_and_response / ema_coping_strategy_used,BIO,5,1.0,89.0,22.387497,0.20971234,0.0041043
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / affect_mood_and_stress_selfreports / perceived_stress_level_rating,BIO,5,1.0,99.0,44.555584,0.20923355,0.0044131074
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / trigger_point_injection_evaluation_pathway,BIO,4,0.8,38.5,14.974979,0.22057106,0.007103411
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / epidural_or_spinal_procedure_evaluation_pathway,BIO,4,0.8,79.75,42.745613,0.21194492,0.006445278
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / nerve_block_evaluation_pathway,BIO,4,0.8,82.0,37.65634,0.21141396,0.005891601
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / neuropathic_pain_evaluation_pathway,BIO,4,0.8,84.0,28.381332,0.21077503,0.007094174
BIO / medical_assessment_and_physiology_testing / physiology_and_somatic_optimization_tools / pain_and_physical_function_pathways / occupational_therapy_referral,BIO,4,0.8,87.25,47.709408,0.20921656,0.004865294
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / pain_clinic_referral,BIO,4,0.8,99.0,39.389084,0.20935977,0.008244324
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / ecological_momentary_assessment_ema / momentary_coping_and_response / ema_urge_intensity,BIO,4,0.8,143.0,15.346009,0.20320068,0.0032853428
BIO / medical_assessment_and_physiology_testing / physiology_and_somatic_optimization_tools / pain_and_physical_function_pathways / physical_therapy_referral,BIO,3,0.6,102.333336,4.921608,0.20510234,0.0035605656
BIO / medical_assessment_and_physiology_testing / physiology_and_somatic_optimization_tools / pain_and_physical_function_pathways / rheumatology_evaluation_referral,BIO,3,0.6,147.33333,25.629843,0.20075335,0.0019043952
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / rapidacting_interventional_psychopharmacology / clinical_operations_and_care_integration / care_coordination_with_outpatient_team_for_interventional_therapy,BIO,2,0.4,65.0,3.0,0.21225119,0.004864283
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / affect_mood_and_stress_selfreports / mood_diary,BIO,2,0.4,86.0,14.0,0.2070036,0.0051613376
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / ecological_momentary_assessment_ema / momentary_affect_and_stress / ema_mood_checkin,BIO,2,0.4,125.5,14.5,0.20216972,0.0038100034
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / rapidacting_interventional_psychopharmacology / clinical_operations_and_care_integration / medical_comorbidity_coordination_for_interventional_therapy,BIO,2,0.4,144.5,4.5,0.20246267,0.002559349
BIO / movement_physical_function_and_somatic_care / rehabilitation_and_functional_restoration / rehab_exercise_families / low_back_function_restoration_framework,BIO,1,0.2,123.0,0.0,0.20120914,0.0
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / orofacial_pain_referral_pathway,BIO,1,0.2,130.0,0.0,0.2074122,0.0
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / sleep_medicine_and_circadian_care / therapy_and_device_pathways / sleep_wake_stabilization_care_plan_coordination,BIO,1,0.2,145.0,0.0,0.19953854,0.0
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / pelvic_pain_specialty_referral,BIO,1,0.2,152.0,0.0,0.20494401,0.0
