mapping_predictor_path,mapping_predictor_path_canonical,n_matched_hyde_leaves,matched_hyde_leaves_joined
'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback','[BIO] / Neuromodulation_and_Neurostimulation / Biofeedback_and_Neurofeedback',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Digital_and_Immersive_Neuromodulation','[BIO] / Neuromodulation_and_Neurostimulation / Digital_and_Immersive_Neuromodulation',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Family',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Montages',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Magnetic_Stimulation_Family',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Magnetic_Stimulation_Targets',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Ultrasound_and_Mechanical_Neuromodulation','[BIO] / Neuromodulation_and_Neurostimulation / Ultrasound_and_Mechanical_Neuromodulation',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring','[PSYCHO] / Cognitive_Behavioral_Therapies / Cognitive_Restructuring',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training','[PSYCHO] / Cognitive_Behavioral_Therapies / Problem_Solving_Training',0,
'[PSYCHO] > Skills_Libraries > Interpersonal_and_Communication_Skills','[PSYCHO] / Skills_Libraries / Interpersonal_and_Communication_Skills',0,
'[SOCIAL] > Digital_Social_Environment > Digital_Life_Assessment_and_Guardrails','[SOCIAL] / Digital_Social_Environment / Digital_Life_Assessment_and_Guardrails',0,
'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Assessment_and_Goal_Setting','[SOCIAL] / Interpersonal_Therapeutic_Solutions / Assessment_and_Goal_Setting',0,
'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Conflict_and_Relationship_Repair','[SOCIAL] / Interpersonal_Therapeutic_Solutions / Conflict_and_Relationship_Repair',0,
'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Contextual_and_Practical_Supports','[SOCIAL] / Interpersonal_Therapeutic_Solutions / Contextual_and_Practical_Supports',0,
'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Skill_Building_and_Psychoeducation','[SOCIAL] / Interpersonal_Therapeutic_Solutions / Skill_Building_and_Psychoeducation',0,
