feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / skills_and_frameworks / i_statement_and_impact_language_coaching,SOCIAL,5,1.0,15.2,15.778466,0.2494339,0.013480369
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / grounding_and_return_to_connection_steps,SOCIAL,5,1.0,50.8,35.924366,0.2369128,0.01199717
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / initiation_and_dating / online_dating_profile_and_messaging / messaging_skills_for_reciprocity_and_respect,SOCIAL,5,1.0,69.6,40.662514,0.23128922,0.00728986
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / partner_support_during_panic_or_overwhelm_plan,SOCIAL,5,1.0,76.8,42.262985,0.23079148,0.009331403
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / structured_problem_solving_as_couple_protocol,SOCIAL,5,1.0,78.0,50.247387,0.23050979,0.009364172
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / deescalation_cues_and_signals_agreement,SOCIAL,4,0.8,91.0,25.72936,0.22734645,0.009038495
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / clinical_specialization_focus / cognitive_communication_and_executive_profile_support / conversation_planning_with_executive_support_coaching,SOCIAL,4,0.8,101.25,41.853165,0.22499761,0.006470237
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / agenda_setting_for_couple_meetings_toolkit,SOCIAL,4,0.8,139.5,36.942524,0.22019862,0.00868666
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / core_interpersonal_skills / foundational_communication / difficult_conversation_planning_coaching,SOCIAL,3,0.6,49.333332,7.7172246,0.23140498,0.0058441744
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / sexual_communication_and_consent / consent_and_communication / responding_to_no_and_boundary_respect_skills_coaching,SOCIAL,3,0.6,50.0,54.460995,0.23622854,0.014811645
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / clinical_specialization_focus / social_anxiety_and_avoidance_profile_support / social_evaluation_fear_response_skills_coaching,SOCIAL,3,0.6,73.666664,54.322083,0.23170464,0.012269677
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / clinical_specialization_focus / social_anxiety_and_avoidance_profile_support / post_interaction_rumination_reduction_coaching,SOCIAL,3,0.6,102.0,52.42773,0.22539936,0.0030561064
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / sexual_communication_and_consent / intimacy_exercises_and_reconnection / gradual_exposure_to_touch_after_aversive_experiences_plan,SOCIAL,3,0.6,111.0,21.275965,0.2224484,0.006616478
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / skills_and_frameworks / curiosity_and_assumption_checking_practice_as_couple,SOCIAL,3,0.6,122.0,62.498,0.22261451,0.009153016
