criterion_leaf,criterion_path,predictor_path,_mapping_score
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[BIO] > Movement_and_Bodywork > Digital_and_Remote_Therapy_Formats',860.0
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[BIO] > Somatic_and_Interventional > Care_Pathway_and_Safety_Infrastructure',750.0
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[SOCIAL] > Care_Navigation_Access_and_Coordination > Access_Barrier_Reduction_Solutions',950.0
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[SOCIAL] > Care_Navigation_Access_and_Coordination > Care_Navigation_and_Access',940.0
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[SOCIAL] > Family_Parenting_and_Household_Systems > Family_and_Household_Services',700.0
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[SOCIAL] > Family_Parenting_and_Household_Systems > Parenting_and_Caregiver_Support',650.0
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Contextual_and_Practical_Supports',820.0
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance',700.0
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[SOCIAL] > Socioeconomic_and_Material_Resource_Solutions > Financial_and_Benefits_Support',800.0
*askingforhelp,existential / adaptability / abilitytocope / seekingsupport / *askingforhelp,'[SOCIAL] > Socioeconomic_and_Material_Resource_Solutions > Housing_and_Neighborhood_Solutions',680.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring',500.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',500.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',520.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',700.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',680.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',650.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',720.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Perseverative_Cognition_Interventions',600.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training',580.0
*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Transdiagnostic_CBT_Frameworks',640.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',800.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Neuromodulation_and_Neurostimulation > Convulsive_and_Seizure_Based_Therapies',750.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Neuromodulation_and_Neurostimulation > Digital_and_Immersive_Neuromodulation',860.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation',900.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Neuromodulation_and_Neurostimulation > Sensory_and_Network_Modulation',820.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',880.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages',860.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Neuromodulation_and_Neurostimulation > Ultrasound_and_Mechanical_Neuromodulation',700.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies',900.0
*episode_emotional_lability,"disruptive, impulse-control, and conduct disorders / cross-cutting or developmental course (for any of the above) / episodic / *episode_emotional_lability",'[BIO] > Somatic_and_Interventional > RapidActing_and_Anesthesia_Assisted_Therapies',880.0
*listening to concerns,SOCIAL / social integration / social connectedness / network of friends / social support from friends / emotional support / *listening to concerns,'[BIO] > Movement_and_Bodywork > Bodywork_and_Physical_Therapies',350.0
*listening to concerns,SOCIAL / social integration / social connectedness / network of friends / social support from friends / emotional support / *listening to concerns,'[BIO] > Movement_and_Bodywork > Digital_and_Remote_Therapy_Formats',380.0
*listening to concerns,SOCIAL / social integration / social connectedness / network of friends / social support from friends / emotional support / *listening to concerns,'[BIO] > Movement_and_Bodywork > Mobility_MindBody_and_Somatic_Modalities',340.0
