feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / mindfulness_skills / mindfulness_of_body_cues,PSYCHO,5,1.0,14.4,5.161395,0.22067073,0.010762799
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / information_diet_and_mental_inputs / information_diet_reflection_over_reactivity_practice,PSYCHO,5,1.0,14.8,4.749737,0.21987526,0.0075392206
PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / informal_everyday_mindfulness / mindful_eating_practice,PSYCHO,5,1.0,16.2,4.5782094,0.21871892,0.011363567
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / mindfulness_skills / mindful_eating_practice,PSYCHO,5,1.0,19.0,10.059821,0.21746087,0.012619896
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / information_diet_and_mental_inputs / information_diet_emotional_contagion_awareness_practice,PSYCHO,5,1.0,21.4,7.2553425,0.21519065,0.010213897
PSYCHO / foundations_and_common_factors / goals_values_and_maintenance_planning / avoidance_goal_reframe_to_approach,PSYCHO,5,1.0,22.0,9.143304,0.21536759,0.010555543
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / information_diet_and_mental_inputs / information_diet_choose_inputs_aligned_with_values,PSYCHO,5,1.0,23.6,3.8262253,0.21377659,0.008153868
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / modern_clinical_protocol_arcs_solutions / cbti_sleep_maintenance_plan_implementation,PSYCHO,5,1.0,29.0,11.661903,0.21108368,0.014369775
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / information_diet_and_mental_inputs / information_diet_selectivity_practice,PSYCHO,5,1.0,31.6,8.546345,0.20965691,0.008357205
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / contingency_and_environment / reinforcement_and_design / precommitment_to_remove_temptations,PSYCHO,5,1.0,33.4,17.647663,0.20991974,0.01366208
PSYCHO / cognitive_capacity_enhancement_and_stimulation / attention_systems_training / orienting_and_shifting / flexibly_move_focus / orienting_to_relevant_cues_practice,PSYCHO,5,1.0,35.2,10.027961,0.20892462,0.0078245
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / flexible_skill_selection_in_context / early_warning_signs_to_action_routine,PSYCHO,5,1.0,35.6,21.058016,0.2104702,0.010706849
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / lifestyle_performance_and_wellbeing_integration / sleep_protection_and_recovery_routine,PSYCHO,5,1.0,37.4,8.546345,0.206827,0.011582289
PSYCHO / substance_use_recovery_and_behavior_change / cue_and_context_management / stimulus_control_principles / reconfigure_routines_to_avoid_cue_chains,PSYCHO,5,1.0,38.0,23.263706,0.20928988,0.011467364
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / information_diet_and_mental_inputs / information_diet_replace_doomscrolling_with_intentional_reading,PSYCHO,5,1.0,42.2,7.3593473,0.20510626,0.01021998
PSYCHO / cognitive_capacity_enhancement_and_stimulation / attention_systems_training / sustained_attention / vigilance_and_consistency / vigilance_to_targets_practice,PSYCHO,5,1.0,48.8,22.42677,0.20428166,0.014340423
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / cognitive_skills / cognitive_reframe_craving_is_timelimited,PSYCHO,5,1.0,51.0,9.273619,0.20274535,0.011808736
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / protection_motivation_theory_solutions / pmt_fear_to_action_channeling_plan,PSYCHO,5,1.0,55.0,42.885895,0.20438845,0.014903841
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / lifestyle_performance_and_wellbeing_integration / positive_emotion_and_savoring_routine,PSYCHO,5,1.0,56.0,22.449944,0.20204195,0.013567024
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / worry_management / contain_and_reorient / worry_to_planning_discrimination,PSYCHO,5,1.0,56.8,4.308132,0.20118053,0.009584315
PSYCHO / substance_use_recovery_and_behavior_change / assessment_and_formulation / goal_setting_and_change_targets / identify_priority_use_contexts_to_target,PSYCHO,5,1.0,57.6,35.12606,0.20480509,0.020802993
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / implementation_and_routine_building / daily_routine_embedding_plan,PSYCHO,5,1.0,59.8,44.64706,0.2022028,0.0122091025
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_monitoring_goals_and_feedback_loop,PSYCHO,5,1.0,61.4,32.952087,0.20213366,0.014664295
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / assessment_and_functional_analysis / monitoring / avoidance_reduction_plan,PSYCHO,5,1.0,61.6,30.519503,0.20247665,0.016534686
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / modern_clinical_protocol_arcs_solutions / mbct_relating_differently_to_thoughts_implementation,PSYCHO,5,1.0,61.6,42.692387,0.20194368,0.014086438
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / modern_clinical_protocol_arcs_solutions / cbti_sleep_restriction_implementation,PSYCHO,5,1.0,61.8,29.586483,0.20209393,0.016882425
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / elicit_and_capture / clarify_meaning / specify_behavior_urge_link_to_thought,PSYCHO,5,1.0,63.0,18.793615,0.20028922,0.010544697
PSYCHO / foundations_and_common_factors / psychoeducation_modules / learning_and_habit_change / habit_systems_and_automaticity / psychoeducation_habit_automaticity_and_cues,PSYCHO,5,1.0,68.8,15.104966,0.19874299,0.009744269
PSYCHO / brief_and_motivational_approaches / coaching_and_behavior_change_support / environmental_design_for_habits,PSYCHO,5,1.0,72.4,32.016247,0.19867635,0.013742018
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / remove_temptations_precommitment_plan,PSYCHO,5,1.0,73.6,47.701572,0.20068412,0.017443098
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / hapa_health_action_process_approach_solutions / hapa_action_control_self_monitoring_routine,PSYCHO,5,1.0,78.0,38.33536,0.19864587,0.013117324
PSYCHO / foundations_and_common_factors / case_formulation_and_treatment_planning / self_regulation_cycle_map,PSYCHO,5,1.0,79.4,48.42561,0.20159623,0.017041948
PSYCHO / change_process_and_therapeutic_phases / readiness_and_engagement / wellbeing_optimization_entry_path / lifestyle_stability_check_sleep_stress_support,PSYCHO,5,1.0,80.4,34.586704,0.19815704,0.013139326
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / self_determination_theory_solutions / sdt_internalization_link_goals_to_values,PSYCHO,5,1.0,87.0,50.789764,0.1975787,0.009984931
