feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / stop_threat_monitoring_and_checking,PSYCHO,5,1.0,1.8,1.1661904,0.25064236,0.018393535
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / safety_behavior_work / identify_and_remove / reduce_reassurance_seeking_and_checking,PSYCHO,5,1.0,6.8,5.0358715,0.23901662,0.014088413
SOCIAL / digital_social_environment / digital_social_environment_solutions / boundaries_and_wellbeing / reduce_social_comparison_triggers_strategy,SOCIAL,5,1.0,7.6,6.3435006,0.238453,0.014425173
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / reengagement_after_isolation_plan,SOCIAL,5,1.0,10.6,8.546345,0.23313375,0.0043998645
PSYCHO / cognitive_behavioral_therapies / sleep_related_cognitive_behavioral_interventions / conditioning_and_associations / relearning / reduce_time_checking_behavior,PSYCHO,5,1.0,12.8,10.146921,0.23313403,0.0129801
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / clinical_specialization_focus / social_anxiety_and_avoidance_profile_support / post_interaction_rumination_reduction_coaching,SOCIAL,5,1.0,14.2,6.4311743,0.22948706,0.00956607
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / lifestyle_performance_and_wellbeing_integration / self_compassion_after_failure_practice,PSYCHO,5,1.0,14.4,11.429786,0.23035678,0.0056116455
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / distress_tolerance_skills / turning_the_mind_practice,PSYCHO,5,1.0,15.8,11.548161,0.22877602,0.008074442
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / rumination_interrupt_routines,PSYCHO,5,1.0,17.4,16.499695,0.22929354,0.009401875
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / metacognitive_beliefs / challenge_meta_beliefs / reduce_reassurance_seeking_and_checking,PSYCHO,5,1.0,18.4,15.793669,0.23065443,0.014189543
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / rumination_interventions / disengage_and_shift / replace_rumination_with_values_action,PSYCHO,5,1.0,20.6,23.08766,0.22925344,0.00943165
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / distress_tolerance_skills / self_soothing_five_senses,PSYCHO,5,1.0,21.2,7.984986,0.22583123,0.008765651
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / digital_minimalism_and_intentional_tech / digital_minimalism_reduce_compulsive_checking_practice,PSYCHO,5,1.0,21.2,15.816447,0.23021106,0.015839236
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reality_based_appraisal_and_reappraisal / check_the_facts / self_blaming_reappraisal_practice,PSYCHO,5,1.0,21.6,10.928861,0.2261512,0.010998177
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / tools_and_worksheets / structured_forms / self_compassion_for_rumination,PSYCHO,5,1.0,22.0,14.014278,0.22676186,0.0050735367
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / distress_tolerance_skills / self_compassionate_distress_holding,PSYCHO,5,1.0,23.4,6.7705245,0.22530386,0.008512678
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / rumination_interventions / disengage_and_shift / rumination_cue_interruption,PSYCHO,5,1.0,27.0,6.928203,0.22363687,0.007594518
SOCIAL / romantic_intimacy_and_relationships / relational_therapeutic_services / separation_and_coparenting_support / emotional_recovery_and_adjustment / rumination_and_closure_seeking_reduction_plan,SOCIAL,5,1.0,27.6,15.252541,0.22411971,0.00873826
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / shame_guilt_and_self_attack_work / reduce_self_criticism_after_setback,PSYCHO,5,1.0,29.4,17.304335,0.22316647,0.010393255
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / change_based_skills / emotion_exposure_and_willingness / willingness_to_feel_practice,PSYCHO,5,1.0,31.0,30.665943,0.2248301,0.014212396
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / distress_tolerance_skills / cognitive_redefinition_of_crisis,PSYCHO,5,1.0,31.8,17.034082,0.22391501,0.011026179
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / cognitive_and_attentional_skill_building / rumination_interruption_protocol,PSYCHO,5,1.0,32.0,16.334013,0.2224117,0.00751424
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / advanced_learning_enhancers / relapse_learning_prevention / self_compassion_after_exposure,PSYCHO,5,1.0,32.2,14.891608,0.22251812,0.0077420594
PSYCHO / self_and_identity_work / perfectionism_and_standards_work / reduce_reassurance_and_checking_perfectionism,PSYCHO,5,1.0,33.2,32.170795,0.22648105,0.016404245
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / self_relating_and_repair / validate_and_soothe / compassionate_self_talk_practice,PSYCHO,5,1.0,34.4,15.460918,0.22173414,0.009740691
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / modify_beliefs_about_thought_danger,PSYCHO,5,1.0,35.2,28.216309,0.22282667,0.009410845
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / self_relating_and_repair / validate_and_soothe / self_compassion_practice,PSYCHO,5,1.0,36.8,16.104658,0.22109075,0.008207055
PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / cognitive_mindfulness_and_decentering / rumination_noticing_and_disengaging,PSYCHO,5,1.0,37.2,26.99185,0.2227761,0.010504705
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / distress_tolerance / turning_toward_emotion_instead_of_use,PSYCHO,5,1.0,38.4,25.562473,0.22287722,0.014173566
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / change_based_skills / opposite_action_and_action_shaping / behavioral_activation_for_low_mood,PSYCHO,5,1.0,39.4,11.534297,0.21967766,0.0047555952
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / self_relating_and_repair / aftercare_and_repair_plans / repair_after_dysregulation_plan,PSYCHO,5,1.0,39.8,15.803798,0.21985963,0.0089291865
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / safety_and_trust_in_support / reduce_toxic_relationship_exposure_plan,SOCIAL,5,1.0,42.2,26.072208,0.22177403,0.011289218
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_monitoring_goals_and_feedback_loop,PSYCHO,5,1.0,43.4,13.001538,0.21858887,0.0046391455
SOCIAL / digital_social_environment / digital_social_environment_solutions / boundaries_and_wellbeing / digital_overload_recovery_plan,SOCIAL,5,1.0,44.4,12.175385,0.21892428,0.0067598354
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / rumination_interventions / disengage_and_shift / set_shifting_from_rumination,PSYCHO,5,1.0,45.4,25.710697,0.21971579,0.008141345
