criterion_leaf,criterion_path,predictor_path,_mapping_score
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages',830.0
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',850.0
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets',800.0
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',950.0
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies',820.0
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[BIO] > Sleep_and_Circadian > Sleep_Environment',800.0
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',780.0
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies',900.0
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',780.0
*difficulty_disengaging_from_ruminative_thoughts,anxiety disorders / generalized anxiety disorder / with cognitive rumination / *difficulty_disengaging_from_ruminative_thoughts,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',860.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',790.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',780.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages',760.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',740.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets',730.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes',750.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',780.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Sleep_and_Circadian > Sleep_Environment',820.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes',750.0
*flight_of_ideas_or_racing_thoughts,bipolar and related disorders / bipolar i disorder / current or most recent episode / hypomanic / *flight_of_ideas_or_racing_thoughts,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',880.0
