pseudoprofile_id,predictor_path,predictor_path_canonical,criterion,criterion_leaf,criterion_path,mapping_score,hyde_score_scaled,fused_score
pseudoprofile_FTC_ID047,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,900.0,,900.0
pseudoprofile_FTC_ID047,'[BIO] > Pharmacology_and_Biomedical_Treatments > Substance_Use_Treatment_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Substance_Use_Treatment_Pharmacotherapy_Classes',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,900.0,,900.0
pseudoprofile_FTC_ID047,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',emotional / subjective affective feeling / *feeling exhausted,*feeling exhausted,emotional / subjective affective feeling / *feeling exhausted,850.0,,850.0
pseudoprofile_FTC_ID047,'[BIO] > Sleep_and_Circadian > Sleep_Supplements','[BIO] / Sleep_and_Circadian / Sleep_Supplements',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,850.0,,850.0
pseudoprofile_FTC_ID047,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Psychiatric_Pharmacotherapy_Classes',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,850.0,,850.0
pseudoprofile_FTC_ID047,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',personality disorders / other personality disorders / general personality disorder / *identity_disturbance,*identity_disturbance,personality disorders / other personality disorders / general personality disorder / *identity_disturbance,820.0,,820.0
pseudoprofile_FTC_ID047,'[BIO] > Pharmacology_and_Biomedical_Treatments > Medication_Safety_and_Personalization_Tools','[BIO] / Pharmacology_and_Biomedical_Treatments / Medication_Safety_and_Personalization_Tools',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,800.0,,800.0
pseudoprofile_FTC_ID047,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',emotional / subjective affective feeling / *feeling exhausted,*feeling exhausted,emotional / subjective affective feeling / *feeling exhausted,800.0,,800.0
pseudoprofile_FTC_ID047,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes','[BIO] / Sleep_and_Circadian / Sleep_Pharmacotherapy_Classes',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,800.0,,800.0
pseudoprofile_FTC_ID047,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,780.0,,780.0
pseudoprofile_FTC_ID047,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities','[BIO] / Movement_and_Bodywork / Aerobic_Movement_Modalities',emotional / subjective affective feeling / *feeling exhausted,*feeling exhausted,emotional / subjective affective feeling / *feeling exhausted,780.0,,780.0
pseudoprofile_FTC_ID047,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring','[PSYCHO] / Cognitive_Behavioral_Therapies / Cognitive_Restructuring',personality disorders / other personality disorders / general personality disorder / *identity_disturbance,*identity_disturbance,personality disorders / other personality disorders / general personality disorder / *identity_disturbance,780.0,,780.0
pseudoprofile_FTC_ID047,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning',personality disorders / other personality disorders / general personality disorder / *identity_disturbance,*identity_disturbance,personality disorders / other personality disorders / general personality disorder / *identity_disturbance,760.0,,760.0
pseudoprofile_FTC_ID047,'[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Sleep_Related_Pharmacotherapy_Classes',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,760.0,,760.0
pseudoprofile_FTC_ID047,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback','[BIO] / Neuromodulation_and_Neurostimulation / Biofeedback_and_Neurofeedback',emotional / subjective affective feeling / *feeling exhausted,*feeling exhausted,emotional / subjective affective feeling / *feeling exhausted,750.0,,750.0
pseudoprofile_FTC_ID047,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies','[BIO] / Sleep_and_Circadian / Sleep_Devices_and_Technologies',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,750.0,,750.0
pseudoprofile_FTC_ID047,'[BIO] > Pharmacology_and_Biomedical_Treatments > Medication_Formulations_and_Routes','[BIO] / Pharmacology_and_Biomedical_Treatments / Medication_Formulations_and_Routes',depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,*social_withdrawal_present,depressive disorders / other specified depressive disorder / depressive episode with insufficient symptoms / *social_withdrawal_present,750.0,,750.0
pseudoprofile_FTC_ID047,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training','[PSYCHO] / Cognitive_Behavioral_Therapies / Problem_Solving_Training',personality disorders / other personality disorders / general personality disorder / *identity_disturbance,*identity_disturbance,personality disorders / other personality disorders / general personality disorder / *identity_disturbance,740.0,,740.0
pseudoprofile_FTC_ID047,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning',obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,720.0,,720.0
pseudoprofile_FTC_ID047,'[PSYCHO] > Cognitive_Behavioral_Therapies > Transdiagnostic_CBT_Frameworks','[PSYCHO] / Cognitive_Behavioral_Therapies / Transdiagnostic_CBT_Frameworks',personality disorders / other personality disorders / general personality disorder / *identity_disturbance,*identity_disturbance,personality disorders / other personality disorders / general personality disorder / *identity_disturbance,700.0,,700.0
pseudoprofile_FTC_ID047,'[BIO] > Sleep_and_Circadian > Sleep_Environment','[BIO] / Sleep_and_Circadian / Sleep_Environment',emotional / subjective affective feeling / *feeling exhausted,*feeling exhausted,emotional / subjective affective feeling / *feeling exhausted,700.0,,700.0
pseudoprofile_FTC_ID047,'[PSYCHO] > Interpersonal_and_Attachment_Therapies > Interpersonal_Therapy_Family','[PSYCHO] / Interpersonal_and_Attachment_Therapies / Interpersonal_Therapy_Family',personality disorders / other personality disorders / general personality disorder / *identity_disturbance,*identity_disturbance,personality disorders / other personality disorders / general personality disorder / *identity_disturbance,700.0,,700.0
pseudoprofile_FTC_ID047,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',personality disorders / other personality disorders / general personality disorder / *identity_disturbance,*identity_disturbance,personality disorders / other personality disorders / general personality disorder / *identity_disturbance,700.0,,700.0
pseudoprofile_FTC_ID047,'[BIO] > Movement_and_Bodywork > Mobility_MindBody_and_Somatic_Modalities','[BIO] / Movement_and_Bodywork / Mobility_MindBody_and_Somatic_Modalities',emotional / subjective affective feeling / *feeling exhausted,*feeling exhausted,emotional / subjective affective feeling / *feeling exhausted,700.0,,700.0
pseudoprofile_FTC_ID047,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,*camouflaging_public_appearance,obsessive-compulsive and related disorders / body dysmorphic disorder / behavior patterns / camouflaging or comparing or seeking reassurance / *camouflaging_public_appearance,700.0,,700.0
pseudoprofile_FTC_ID047,'[BIO] > Movement_and_Bodywork > Strength_and_Resistance_Modalities','[BIO] / Movement_and_Bodywork / Strength_and_Resistance_Modalities',emotional / subjective affective feeling / *feeling exhausted,*feeling exhausted,emotional / subjective affective feeling / *feeling exhausted,690.0,,690.0
