criterion_leaf,criterion_path,predictor_path,_mapping_score
*excessive_work_hours_persisting_outside_expectations,substance-related and addictive disorders / non-substance-related (behavioral) addictive disorders / work addiction (workaholism) / *excessive_work_hours_persisting_outside_expectations,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',520.0
*excessive_work_hours_persisting_outside_expectations,substance-related and addictive disorders / non-substance-related (behavioral) addictive disorders / work addiction (workaholism) / *excessive_work_hours_persisting_outside_expectations,'[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach',650.0
*excessive_work_hours_persisting_outside_expectations,substance-related and addictive disorders / non-substance-related (behavioral) addictive disorders / work addiction (workaholism) / *excessive_work_hours_persisting_outside_expectations,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',700.0
*excessive_work_hours_persisting_outside_expectations,substance-related and addictive disorders / non-substance-related (behavioral) addictive disorders / work addiction (workaholism) / *excessive_work_hours_persisting_outside_expectations,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Care_Delivery_Formats',390.0
*excessive_work_hours_persisting_outside_expectations,substance-related and addictive disorders / non-substance-related (behavioral) addictive disorders / work addiction (workaholism) / *excessive_work_hours_persisting_outside_expectations,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',480.0
*excessive_work_hours_persisting_outside_expectations,substance-related and addictive disorders / non-substance-related (behavioral) addictive disorders / work addiction (workaholism) / *excessive_work_hours_persisting_outside_expectations,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',620.0
*excessive_work_hours_persisting_outside_expectations,substance-related and addictive disorders / non-substance-related (behavioral) addictive disorders / work addiction (workaholism) / *excessive_work_hours_persisting_outside_expectations,'[SOCIAL] > Work_Education_and_Role_Functioning > Work_and_Occupational_Solutions',880.0
*fatigue_exhaustion_daytime,sleep-wake disorders / central disorders of hypersomnolence / insufficient sleep syndrome (behaviorally induced) / *fatigue_exhaustion_daytime,'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring',750.0
*fatigue_exhaustion_daytime,sleep-wake disorders / central disorders of hypersomnolence / insufficient sleep syndrome (behaviorally induced) / *fatigue_exhaustion_daytime,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',960.0
*fatigue_exhaustion_daytime,sleep-wake disorders / central disorders of hypersomnolence / insufficient sleep syndrome (behaviorally induced) / *fatigue_exhaustion_daytime,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies',940.0
