criterion_leaf,criterion_path,predictor_path,_mapping_score
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[PSYCHO] > Brief_and_Motivational_Approaches > Coaching_and_Behavior_Change_Support',820.0
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[PSYCHO] > Brief_and_Motivational_Approaches > Solution_Focused_Brief_Therapy',710.0
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules',760.0
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[PSYCHO] > Foundations_and_Common_Factors > Therapeutic_Relationship_and_Context',760.0
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',880.0
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[PSYCHO] > Skills_Libraries > Interpersonal_and_Communication_Skills',790.0
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation',830.0
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',700.0
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Skill_Building_and_Psychoeducation',700.0
*avoiding overcommitment,psychological / autonomy / boundary setting / protecting personal time / *avoiding overcommitment,'[SOCIAL] > Romantic_Intimacy_and_Relationships > Relational_Therapeutic_Services',720.0
*diurnal_mood_variation,depressive disorders / melancholic depression / *diurnal_mood_variation,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',700.0
*diurnal_mood_variation,depressive disorders / melancholic depression / *diurnal_mood_variation,'[BIO] > Pharmacology_and_Biomedical_Treatments > Endocrine_and_Metabolic_Pharmacotherapy_Classes',700.0
*diurnal_mood_variation,depressive disorders / melancholic depression / *diurnal_mood_variation,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes',780.0
*diurnal_mood_variation,depressive disorders / melancholic depression / *diurnal_mood_variation,'[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes',850.0
*diurnal_mood_variation,depressive disorders / melancholic depression / *diurnal_mood_variation,'[BIO] > Pharmacology_and_Biomedical_Treatments > Substance_Use_Treatment_Pharmacotherapy_Classes',740.0
*diurnal_mood_variation,depressive disorders / melancholic depression / *diurnal_mood_variation,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',900.0
*diurnal_mood_variation,depressive disorders / melancholic depression / *diurnal_mood_variation,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies',820.0
