feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / micro_connection_opportunities_plan,SOCIAL,5,1.0,1.4,0.48989794,0.30472293,0.016925717
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / meaningful_activity_with_others_planning,SOCIAL,5,1.0,1.6,0.48989794,0.29869175,0.007747849
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / reengagement_after_isolation_plan,SOCIAL,5,1.0,3.6,0.48989797,0.28542465,0.008424911
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / lifestyle_performance_and_wellbeing_integration / social_connection_investment_plan,PSYCHO,5,1.0,3.6,0.8,0.28841978,0.006214659
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / loneliness_reduction_action_plan,SOCIAL,5,1.0,5.0,0.6324555,0.2814137,0.009526562
SOCIAL / community_participation_and_social_prescribing / community_participation_pathway_supports / sustaining_and_integrating / social_connection_bridging_within_group,SOCIAL,5,1.0,7.8,1.1661904,0.26949036,0.009937427
SOCIAL / digital_social_environment / digital_social_environment_solutions / healthy_online_community_engagement / prosocial_online_participation_plan,SOCIAL,5,1.0,8.8,2.7129319,0.26851195,0.0043132682
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / assessment_and_plan / stepwise_engagement_plan,SOCIAL,5,1.0,9.8,3.310589,0.266695,0.0024533474
PSYCHO / change_process_and_therapeutic_phases / phase_management_and_sequencing / flourishing_and_prevention_crosscutting / social_connection_investment_plan,PSYCHO,5,1.0,12.4,2.6532998,0.26143494,0.00883156
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / assessment_and_plan / barriers_to_engagement_assessment,SOCIAL,5,1.0,12.4,3.4985712,0.26327288,0.0024069694
SOCIAL / social_support_and_belonging / network_building_and_maintenance / initiation_and_invitation_support / gradual_social_exposure_plan,SOCIAL,5,1.0,12.4,3.611094,0.26238546,0.012268284
SOCIAL / social_support_and_belonging / support_network_development / befriending_and_outreach / supported_first_social_contact_planning,SOCIAL,5,1.0,12.6,4.6303344,0.26278746,0.013984291
PSYCHO / core_psychological_skills_toolkits / interpersonal_effectiveness_and_relational_repair / connection_and_social_fluency / initiate_and_deepen / social_initiation_practice,PSYCHO,5,1.0,13.0,8.625544,0.26266107,0.014402346
SOCIAL / social_support_and_belonging / support_network_development / befriending_and_outreach / home_visit_social_connection_service,SOCIAL,5,1.0,15.4,7.552483,0.25969976,0.014699955
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / social_skills_training_and_coaching / group_format / in_vivo_social_practice_group_with_coaching,SOCIAL,5,1.0,16.8,5.74108,0.25650755,0.011037937
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / barrier_analysis_for_social_withdrawal,SOCIAL,5,1.0,19.8,2.3151674,0.25168926,0.0062989336
SOCIAL / digital_social_environment / digital_social_environment_solutions / healthy_online_community_engagement / online_role_and_contribution_planning,SOCIAL,5,1.0,19.8,6.493073,0.2532063,0.0044625923
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / link_worker_and_followthrough_support / warm_hand_introduction_to_community_program,SOCIAL,5,1.0,20.2,10.495713,0.25410128,0.010425232
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / link_worker_and_followthrough_support / problem_solving_barriers_during_engagement,SOCIAL,5,1.0,22.0,6.542171,0.25092334,0.0037618505
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / assessment_and_plan / social_prescribing_assessment,SOCIAL,5,1.0,23.0,9.69536,0.25156265,0.0074426164
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / link_worker_and_followthrough_support / motivation_and_confidence_support_for_engagement,SOCIAL,5,1.0,25.8,13.466997,0.24982186,0.0052796765
PSYCHO / substance_use_recovery_and_behavior_change / rehabilitation_engagement_and_skill_use / program_utilization_skills / engage_in_groups_with_intention_practice,PSYCHO,5,1.0,27.4,11.959933,0.24849756,0.008523739
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / social_support_mobilization_plan,PSYCHO,5,1.0,28.4,7.7097344,0.24652329,0.0053773406
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_social_support_as_opportunity_design,PSYCHO,5,1.0,29.4,5.0833063,0.2449232,0.0044213277
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / safety_and_trust_in_support / reduce_toxic_relationship_exposure_plan,SOCIAL,5,1.0,30.6,12.467558,0.2465916,0.01022859
SOCIAL / social_support_and_belonging / support_network_development / befriending_and_outreach / social_isolation_outreach_service,SOCIAL,5,1.0,31.4,12.531561,0.24680808,0.011931755
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / structured_problem_solving_as_couple_protocol,SOCIAL,5,1.0,33.4,8.380931,0.2438334,0.008408482
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / initiation_and_dating / transition_to_commitment / integrating_into_each_others_social_circles_plan,SOCIAL,5,1.0,34.2,12.4964,0.24552107,0.012121684
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / social_skills_training_and_coaching / group_format / structured_social_skills_group_program,SOCIAL,5,1.0,38.8,16.253,0.24309185,0.012412811
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / group_therapy_formats / skills_oriented / structured_social_skills_group_program,SOCIAL,5,1.0,40.6,16.511814,0.24270375,0.012532946
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / social_skills_training_and_coaching / generalization_and_maintenance / between_session_social_practice_assignment_coaching,SOCIAL,5,1.0,41.8,8.231646,0.23937324,0.0074398317
PSYCHO / interpersonal_and_attachment_therapies / interpersonal_therapy_family / social_support_mobilization,PSYCHO,5,1.0,42.4,14.880859,0.24021275,0.009912337
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / agenda_setting_for_couple_meetings_toolkit,SOCIAL,5,1.0,43.8,12.528367,0.23907804,0.005147763
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / skills_and_frameworks / i_statement_and_impact_language_coaching,SOCIAL,5,1.0,44.0,14.477569,0.23975477,0.0073789237
SOCIAL / community_participation_and_social_prescribing / community_participation_pathway_supports / sustaining_and_integrating / reengagement_after_absence_plan,SOCIAL,5,1.0,44.0,15.722595,0.23966977,0.0043029785
