pseudoprofile_id,predictor_path,predictor_path_canonical,criterion,criterion_leaf,criterion_path,mapping_score,hyde_score_scaled,fused_score
pseudoprofile_FTC_ID040,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions',unspecified_stage / emotional_development / stress_management / *coping_strategies,*coping_strategies,unspecified_stage / emotional_development / stress_management / *coping_strategies,920.0,,920.0
pseudoprofile_FTC_ID040,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities','[BIO] / Movement_and_Bodywork / Aerobic_Movement_Modalities',pain disorders / post-surgical and post-trauma pain syndromes / post-mastectomy pain syndrome / *functional_impairment_in_daily_activities_due_to_pain,*functional_impairment_in_daily_activities_due_to_pain,pain disorders / post-surgical and post-trauma pain syndromes / post-mastectomy pain syndrome / *functional_impairment_in_daily_activities_due_to_pain,900.0,,900.0
pseudoprofile_FTC_ID040,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Magnetic_Stimulation_Family',headache disorders / secondary headache disorders / headache attributed to psychiatric disorder / *ha_pain_worsened_by_anxiety,*ha_pain_worsened_by_anxiety,headache disorders / secondary headache disorders / headache attributed to psychiatric disorder / *ha_pain_worsened_by_anxiety,900.0,,900.0
pseudoprofile_FTC_ID040,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions','[PSYCHO] / Third_Wave_and_Contextual_Therapies / Mindfulness_Based_Interventions',anxiety disorders / specific phobia / other type / nosophobia / *social_withdrawal_due_to_health_anxiety,*social_withdrawal_due_to_health_anxiety,anxiety disorders / specific phobia / other type / nosophobia / *social_withdrawal_due_to_health_anxiety,900.0,,900.0
pseudoprofile_FTC_ID040,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',anxiety disorders / specific phobia / other type / nosophobia / *social_withdrawal_due_to_health_anxiety,*social_withdrawal_due_to_health_anxiety,anxiety disorders / specific phobia / other type / nosophobia / *social_withdrawal_due_to_health_anxiety,880.0,,880.0
pseudoprofile_FTC_ID040,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Family',headache disorders / secondary headache disorders / headache attributed to psychiatric disorder / *ha_pain_worsened_by_anxiety,*ha_pain_worsened_by_anxiety,headache disorders / secondary headache disorders / headache attributed to psychiatric disorder / *ha_pain_worsened_by_anxiety,880.0,,880.0
pseudoprofile_FTC_ID040,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills','[PSYCHO] / Skills_Libraries / Emotion_Regulation_and_Affect_Skills',unspecified_stage / emotional_development / stress_management / *coping_strategies,*coping_strategies,unspecified_stage / emotional_development / stress_management / *coping_strategies,880.0,,880.0
pseudoprofile_FTC_ID040,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy','[PSYCHO] / Third_Wave_and_Contextual_Therapies / ACT_Contextual_Behavioral_Therapy',unspecified_stage / emotional_development / stress_management / *coping_strategies,*coping_strategies,unspecified_stage / emotional_development / stress_management / *coping_strategies,880.0,,880.0
pseudoprofile_FTC_ID040,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',headache disorders / secondary headache disorders / headache attributed to psychiatric disorder / *ha_pain_worsened_by_anxiety,*ha_pain_worsened_by_anxiety,headache disorders / secondary headache disorders / headache attributed to psychiatric disorder / *ha_pain_worsened_by_anxiety,880.0,,880.0
pseudoprofile_FTC_ID040,'[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities','[BIO] / Movement_and_Bodywork / Balance_and_Coordination_Modalities',pain disorders / post-surgical and post-trauma pain syndromes / post-mastectomy pain syndrome / *functional_impairment_in_daily_activities_due_to_pain,*functional_impairment_in_daily_activities_due_to_pain,pain disorders / post-surgical and post-trauma pain syndromes / post-mastectomy pain syndrome / *functional_impairment_in_daily_activities_due_to_pain,880.0,,880.0
