feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / financial_counseling_and_protection / budgeting_support_service,SOCIAL,5,1.0,21.6,24.245413,0.23144849,0.023556117
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / financial_counseling_and_protection / financial_counseling_service,SOCIAL,5,1.0,26.2,25.685793,0.2259806,0.020206247
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / financial_counseling_and_protection / debt_management_service,SOCIAL,5,1.0,36.4,31.264038,0.22059281,0.01829955
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / partner_support_during_panic_or_overwhelm_plan,SOCIAL,5,1.0,96.4,59.257404,0.20731874,0.004950185
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / core_interpersonal_skills / emotion_in_interaction / deescalation_skills_for_high_arousal_interactions,SOCIAL,5,1.0,109.0,43.5844,0.2031773,0.007679592
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / financial_counseling_and_protection / banking_access_support,SOCIAL,4,0.8,71.0,55.303707,0.21372424,0.014455671
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / benefits_and_income_support / emergency_financial_assistance_access,SOCIAL,3,0.6,39.0,24.262455,0.22268796,0.006731351
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / financial_counseling_and_protection / credit_report_and_dispute_support,SOCIAL,3,0.6,64.0,23.762716,0.21579969,0.007187265
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / financial_counseling_and_protection / fraud_protection_support,SOCIAL,3,0.6,71.0,29.877527,0.21530046,0.008781917
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / practical_barrier_supports / financial_subsidy_for_community_program,SOCIAL,3,0.6,99.666664,66.994194,0.20749937,0.01377091
SOCIAL / romantic_intimacy_and_relationships / relationship_safety_and_protection / protection_and_resource_linkage / advocacy_and_emergency_resources / financial_independence_planning_support,SOCIAL,3,0.6,117.333336,52.29616,0.20837885,0.0042971415
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / sleep_fatigue_and_irritability_risk_mitigation_plan,SOCIAL,3,0.6,135.0,55.154327,0.20148349,0.002819031
SOCIAL / care_navigation_access_and_coordination / access_barrier_reduction_solutions / financial_and_administrative / payment_plan_negotiation_support,SOCIAL,3,0.6,141.33333,15.923428,0.2056127,0.0036526062
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / financial_counseling_and_protection / consumer_legal_advice_access,SOCIAL,2,0.4,114.5,19.5,0.20718615,0.0035483986
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / group_therapy_formats / skills_oriented / emotion_regulation_in_relationships_skills_group,SOCIAL,2,0.4,126.0,42.0,0.20280829,0.0131182745
SOCIAL / work_education_and_role_functioning / education_and_training_context_solutions / campus_belonging_and_support / financial_aid_navigation_support,SOCIAL,2,0.4,143.0,42.0,0.20872682,0.005400069
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / benefits_and_income_support / rent_subsidy_application_assistance,SOCIAL,1,0.2,66.0,0.0,0.20773284,0.0
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / benefits_and_income_support / utility_assistance_application,SOCIAL,1,0.2,88.0,0.0,0.20444065,0.0
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_structure_and_life_context / health_disability_and_care_context / chronic_illness_impact_on_relationship_communication_plan,SOCIAL,1,0.2,91.0,0.0,0.19693878,0.0
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / benefits_and_income_support / income_support_application_assistance,SOCIAL,1,0.2,130.0,0.0,0.20061134,0.0
SOCIAL / care_navigation_access_and_coordination / access_barrier_reduction_solutions / financial_and_administrative / benefit_enrollment_assistance,SOCIAL,1,0.2,137.0,0.0,0.20006081,0.0
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / stress_spillover_prevention_plan,SOCIAL,1,0.2,147.0,0.0,0.1915075,0.0
SOCIAL / socioeconomic_and_material_resource_solutions / financial_and_benefits_support / benefits_and_income_support / benefits_enrollment_assistance,SOCIAL,1,0.2,153.0,0.0,0.19895588,0.0
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / safety_and_trust_in_support / reduce_toxic_relationship_exposure_plan,SOCIAL,1,0.2,164.0,0.0,0.18998545,0.0
SOCIAL / community_participation_and_social_prescribing / social_prescribing_and_community_linkage / assessment_and_plan / stepwise_engagement_plan,SOCIAL,1,0.2,191.0,0.0,0.19649635,0.0
