criterion_leaf,criterion_path,predictor_path,_mapping_score
*basic living expenses,financial / financialwellbeing / abilitytomeetneeds / affordingnecessities / *basic living expenses,'[SOCIAL] > Care_Navigation_Access_and_Coordination > Access_Barrier_Reduction_Solutions',650.0
*basic living expenses,financial / financialwellbeing / abilitytomeetneeds / affordingnecessities / *basic living expenses,'[SOCIAL] > Care_Navigation_Access_and_Coordination > Care_Navigation_and_Access',700.0
*basic living expenses,financial / financialwellbeing / abilitytomeetneeds / affordingnecessities / *basic living expenses,'[SOCIAL] > Socioeconomic_and_Material_Resource_Solutions > Financial_and_Benefits_Support',930.0
*basic living expenses,financial / financialwellbeing / abilitytomeetneeds / affordingnecessities / *basic living expenses,'[SOCIAL] > Socioeconomic_and_Material_Resource_Solutions > Housing_and_Neighborhood_Solutions',880.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',900.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',860.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',900.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes',850.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',880.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[BIO] > Sleep_and_Circadian > Sleep_Supplements',860.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',900.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',880.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[PSYCHO] > Cognitive_Behavioral_Therapies > Transdiagnostic_CBT_Frameworks',860.0
*fatigue,anxiety disorders / generalized anxiety disorder / with predominant somatic symptoms / *fatigue,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',850.0
*financial self-reliance,financial / financialwellbeing / economicindependence / selfsufficiency / *financial self-reliance,'[BIO] > Movement_and_Bodywork > Strength_and_Resistance_Modalities',590.0
*financial self-reliance,financial / financialwellbeing / economicindependence / selfsufficiency / *financial self-reliance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',800.0
*financial self-reliance,financial / financialwellbeing / economicindependence / selfsufficiency / *financial self-reliance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',730.0
*financial self-reliance,financial / financialwellbeing / economicindependence / selfsufficiency / *financial self-reliance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',650.0
*financial self-reliance,financial / financialwellbeing / economicindependence / selfsufficiency / *financial self-reliance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',660.0
*financial self-reliance,financial / financialwellbeing / economicindependence / selfsufficiency / *financial self-reliance,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training',780.0
