criterion_leaf,criterion_path,predictor_path,_mapping_score
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',880.0
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',820.0
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',940.0
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',880.0
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries',860.0
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',830.0
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',800.0
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation',820.0
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Assessment_and_Goal_Setting',820.0
*outburst_trigger_by_minimal_provocation,"disruptive, impulse-control, and conduct disorders / anger or aggression outburst disorders / disruptive mood dysregulation disorder / with severe temper outbursts / *outburst_trigger_by_minimal_provocation",'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Conflict_and_Relationship_Repair',800.0
