t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06
0,2025-01-01,0.6601736181563861,0.8712851479230741,0.2430214699615308,0.4984916810828552,0.8385742346320177,0.5303088224317152,0.3839933086566482,0.42851572650601544,5.037728833007094,5.389369741818781,4.515521996281911,6.467475128848528,5.925323698368518,4.822360371924076
1,2025-01-02,0.4489932689790598,0.7073556044071276,0.19567107419444307,0.3057838792882655,0.7179997519204506,0.49198834098794264,,,4.286137342638126,4.914466797023475,3.6407335868380635,5.597075511333623,,
2,2025-01-03,,0.7214627758908936,,0.44115129754406956,0.7579003037755635,0.25242590578690344,0.3515840272449413,,4.8358367408090155,5.31489017494158,3.824505309503681,5.649024580103137,,4.543766740721017
3,2025-01-04,0.47610553181357435,0.5775876607862429,0.15734217671883388,0.6286292878564523,0.5311113076972015,0.3054534251562613,0.2971217201105862,,4.973489324132667,5.359829598751545,,4.033435368706845,,4.603263033351726
4,2025-01-05,0.32936372693528493,0.4003680439676929,0.10897899806188163,0.7623839919310734,0.560409609945874,0.19791027884449797,0.11351207948693165,,4.6340945630872845,,2.6893945841681246,4.015409291372324,3.5515546287889155,4.059083539331314
5,2025-01-06,0.21640570789045704,0.34551310279224307,0.12150076448544243,0.7702610397946618,0.49136018917034596,0.17660771936727984,0.13525785764694084,,,3.640866264986658,2.147608559974488,4.120426720499439,,3.588132698056637
6,2025-01-07,0.12172840628207326,0.2680809001592187,0.13529227520296577,0.7485906497076975,,0.1801023846754011,0.28199035305778863,0.021929006674464006,,2.8374696068666907,1.7575111374904586,3.9461197371176358,2.4433431192139787,3.1960374763842334
7,2025-01-08,0.021228584199209144,0.3413681161427256,0.0626556860800444,0.9004432346116135,0.2754751849918278,0.3194790741175267,0.3677267190027478,0.0,,,0.9342831758587995,3.631438089568813,1.62782642338505,2.6327861937470787
8,2025-01-09,0.21755593496395115,0.1605867880370789,0.1546157229896598,0.8389900229544016,,0.18212954603329726,0.5247526788909859,0.045121324986515804,,3.304991392706321,0.5837556130017916,3.1943972647488663,1.9033833593439264,
9,2025-01-10,0.28070754887452365,0.25123130427647594,0.16605807523826188,0.795283645765699,0.07836084066140293,0.12037481973650943,0.536291640437947,0.04626123663473719,3.4364596408380823,2.284483759063653,,3.338904973613292,2.4809782328368284,
10,2025-01-11,0.33746898272156556,0.0723988342785315,,,0.1602100666705179,0.07945693138033551,0.4779617483098728,0.018175418271598215,3.5974898547072844,2.6736092338138784,0.0,2.4690828636742905,2.662002874799489,1.2007716933371957
11,2025-01-12,0.47128905140418476,0.08004014764054898,0.0607331238411626,0.6535290829486329,0.35366856666988966,0.16987172024802866,,,3.211681423947582,2.875603208039256,0.0,2.6636041745464816,3.4572346753935768,1.6374000188482623
12,2025-01-13,0.28929216382071415,0.03337026784058413,0.005994396240102999,0.6464013905343885,0.22877140590702313,0.11178363376827138,0.3914116651710947,0.0,,2.664608563142158,0.0,2.856042464340849,2.9916610544472535,
13,2025-01-14,0.47704087835842784,0.0,0.09981439293050136,0.536460889604456,0.20554660709505745,0.1644242845395693,0.2444124008859507,0.0,3.6967575068721863,3.2752877824235798,,,2.775367971378681,
14,2025-01-15,,0.06911594163098529,0.16990228432745633,0.40663098868864234,0.17726940845036923,0.48329808026651166,0.3927915531076144,,3.7798894407484496,3.0419687452165283,0.39343198622752773,3.7596896433934726,,
15,2025-01-16,0.34727322917289793,0.1708551191238409,0.1262354311683958,0.23153539621961772,0.28371274111877853,0.4989730945198295,0.3851856339088779,0.0,3.2418802047668773,2.934474597376308,,,3.5720535673312668,1.320815557016123
16,2025-01-17,0.45551668282447977,,0.3122513075208416,0.23020747969171926,0.5274948991516804,0.5851325333028594,0.4157303407171812,0.0,3.6025293668151237,3.069950962056089,0.0,4.339044080130357,2.781410481488665,1.5352179535180872
17,2025-01-18,0.4072880390579401,,0.35403165811833165,0.06978720338113062,0.43455451822628666,0.6031685497520112,0.43638622701898605,,4.469079728497591,3.6661516143373185,0.0,,,
18,2025-01-19,0.503190328890078,0.41532836691990016,0.5535514922491129,0.28352287292301825,0.3793466995634554,0.6248385980015146,0.44446009841208267,0.0,5.323471943352731,3.8616585561830923,0.2968106490659263,,,2.5780106380196632
19,2025-01-20,0.3378589997675351,0.2780452592364267,0.27175900905920714,0.1448668142964653,0.28494151756343167,0.586544394473848,,0.0,5.057240855621557,5.157528594043561,,5.278500300009895,4.133551285544712,3.7654204329123973
20,2025-01-21,0.2021644883122537,0.1977214412548222,0.2639833593900046,0.07939606888706471,0.0,,0.24310837085140508,0.0,4.168966143464612,5.712414863886884,0.8036289392381823,,4.421551208708691,3.400690253057512
21,2025-01-22,0.2059401986251065,0.3027164957635619,0.18437228276688056,0.067505914546859,,0.29633896375973084,0.1894143299827774,,3.780678697339482,5.022433470517129,0.7586129646661837,5.056543759256417,4.774045890358041,2.773575968676444
22,2025-01-23,0.17545533938349264,0.32107865569764593,0.08333871455320085,0.15903353645408788,0.11476292373340173,0.536470415754693,0.21008823340599314,0.0,3.7006432167716405,5.698913205796985,0.8951824842991185,4.363075344625388,5.307491634570104,2.2708222926316157
23,2025-01-24,0.03874619021353612,0.4443817395801695,0.214778836572096,0.1832674057290652,0.12292018503711692,0.426147665069775,,0.04148341458584142,4.309901249100847,4.114364087102125,2.1364896167767347,2.869095433008776,,1.9854701074610213
24,2025-01-25,0.10533110148408073,0.27095250715153907,,0.12109011660078987,0.036567385087601476,0.19692573261615107,0.19717100503620766,0.20460427200680492,3.4753279851473717,4.0085445419090995,1.6424849777740502,3.030931803378067,5.0357655754590205,2.382483799130121
25,2025-01-26,0.0,0.35829108379583297,0.24176751990642723,0.19687081749537483,0.11223685108364441,0.2611317865587093,0.47312603899548145,0.009430703630717657,3.3925548074952285,4.852224808181723,,2.3051798548255347,4.279734909511086,2.786802196020185
26,2025-01-27,0.0,0.35133988081600165,0.22532562928950636,0.36461077161780897,,0.21681437830825964,0.3851215947448012,0.12301285632004223,3.7421337308064384,,,,3.9336906676885404,3.2677534579303718
27,2025-01-28,0.0,0.09115611792765291,,0.6062356748593336,0.0,,0.3034603590390153,0.12077926234305912,4.00319760586527,4.412237505671193,,6.94817994572886,3.701486260643723,3.535946397748411
28,2025-01-29,0.17067417600495977,0.15867201744778514,,0.6965998263659654,0.0,0.24781939300155725,0.2812625094203881,0.08551356459621393,3.450302340157945,3.3764743963962647,,3.6162271220036923,3.4182832419804967,3.526298735363613
29,2025-01-30,0.3085906049788365,,,0.6020680310161077,,0.3569672891138697,,0.019498664976216634,2.5032370365079757,4.075719648018735,1.8694102107227055,4.170294533162914,4.064158465519171,3.7667021871098765
30,2025-01-31,0.5228199356378789,0.11249569937694931,0.47695110855296624,0.4625651197987198,0.0,0.10029953623266058,0.12697708870275592,0.0,2.077157632821625,2.8658693195749554,,4.940058788820467,,
31,2025-02-01,0.525754888946991,,0.6500070109256372,0.3747784633479991,0.0,0.0,0.4521581400792467,0.006418791211064048,2.1347908467143624,,2.086318184413945,5.071546102184257,,3.64239617640804
32,2025-02-02,0.36437577858257875,0.0,,0.376781890089733,0.0,0.13795074924842599,0.40778785968774756,0.0,2.2674778348178974,,,5.342030074900306,3.7460716367315476,2.495626379684982
33,2025-02-03,0.5162097578825675,0.0,0.45402168035366497,,0.0,0.1114412661897205,0.4212216964102078,0.0,1.9070415454039735,,1.6590849778459054,5.876327556138004,3.8666012360023196,2.912810125628294
34,2025-02-04,0.3764496132814955,0.0,0.35746254890405027,0.3402435494843713,,,,0.0,2.613222354714874,,2.8841295362367982,5.90095027477895,,
35,2025-02-05,0.41224201483918554,0.1271680217958604,0.2526704230845475,0.004905810089529228,0.04443262995070596,0.13748613033750678,0.4489161061024833,0.0,3.6341481638584443,,,,3.539664949964093,
36,2025-02-06,0.24711605574822798,0.0592983464370231,0.2999017749896854,,,0.2547862086261977,0.4944016273449693,0.0,4.732281833745473,,3.169851185979752,,,3.8745383875382795
37,2025-02-07,0.3097088341773345,0.0,0.16156789545236422,0.0,,0.21754776730512787,0.4160917398712363,,5.537465175338916,,,,3.466729530451463,
38,2025-02-08,0.2783269130774354,0.0,0.1443470984242101,0.0,,0.2989186269087189,0.36558139413624724,0.0,5.198241783555295,4.683139794030412,3.5451687638541145,7.820978288954211,2.9485767451381637,3.9453547778062483
39,2025-02-09,0.14640664616819726,0.0,0.07417745846736623,0.015122451464693445,,0.25592971738177295,0.27252708656833957,0.0,,4.90868809527305,2.975507178461354,,3.3015728853567237,4.794201373226223
40,2025-02-10,0.013302719356954346,0.0,0.0,0.08301498168960568,,0.19424677124728548,0.1835713060402523,0.0,4.779722873474285,4.849716012442227,3.428569757510938,,,
41,2025-02-11,0.12833053939417385,0.005796820422434318,0.10250201420358976,0.21111774158914287,,0.34795116570528967,0.14601823414952037,0.09215437627371487,4.844954600171734,5.9720830549408355,3.6848964264879873,,,5.450369118077606
42,2025-02-12,0.15306744743918263,0.0,0.22319047946095807,0.3122994320397801,,0.3097070029333378,0.04604244424416576,0.2389803930250864,4.662101499205046,4.550629380136268,,,6.078119629453602,
43,2025-02-13,0.13534706237300448,0.06641283104384953,0.14001817943031836,0.28832746243683954,,0.013709323023199493,0.0,0.347016494594221,3.7663446391115185,4.657334112462888,5.103328520197288,,6.881988319619007,5.068301382003457
44,2025-02-14,0.10621443812811876,0.1161737046152551,0.0583579156456706,,0.61453888843096,0.01978020593383229,,0.16927610401651172,5.504726979147591,,6.090947862863236,4.919426768666072,7.5967090670780255,
45,2025-02-15,0.12737257753368658,0.0,0.2580605562761755,0.6018705448717465,0.5988255590836635,0.05883288196723302,0.0,0.34127097701251163,4.42730113231009,5.044273078680278,5.542275427983136,,7.436424664439145,5.107737863279402
46,2025-02-16,0.030523798055025753,0.0,0.20514703316175584,0.6237928226802527,0.670137848958462,0.054798059820329516,0.01085646193396661,0.28058757388208433,4.4527092389682705,4.130972524114775,5.346447079070307,5.408846514053561,6.98652507149573,5.980225911455746
47,2025-02-17,0.0,,,0.6364523270501329,0.7007907188484203,0.01826804813434768,0.0,0.21739633629023467,4.3447393573705675,4.832025678763743,5.887622598005423,5.731949597403386,7.1467778131397655,
48,2025-02-18,0.0,0.11076854340075504,0.40715049136948156,0.5283206684259518,0.654294946552532,0.02646436835550184,0.03133394496413002,0.21371534146073323,4.421146320526918,4.36311183112009,5.733686900699267,5.26628146193364,7.349639616539639,6.087482901351023
49,2025-02-19,0.03617120260663642,0.2882478587217789,0.22948955226894704,0.5313714035834792,0.6461894334906797,0.0,0.19575823042839544,0.23034430512173654,4.182639056298256,3.8518190852406775,5.491853187953007,5.187449021062035,7.491270385159997,
50,2025-02-20,0.12056985284692665,0.22089721761773112,0.14696145733113658,0.3958864141770367,0.42343811609365656,0.0,,0.2513211134771934,5.2190133795537985,,5.146802126784513,4.374330121170357,,6.365198014551064
51,2025-02-21,0.14257433919843068,0.055914904117138176,0.14972688367297562,0.6066358283848806,0.28432762190933514,0.0438081226728132,0.03428618646590907,0.19870721905838018,4.686876088345888,3.8492218038322483,,4.966972922379053,6.8387229822850415,
52,2025-02-22,0.08712599469009742,0.08540779740602575,0.2076709915241838,0.66053619931485,0.31091551608166995,0.13556450709576232,0.11396068110502652,0.12480533739185962,4.157225916716136,2.6592886032264884,4.999548085980917,3.9303461107235096,7.694032405977181,4.3633442267362605
53,2025-02-23,0.11954461725368715,0.09930719024205613,0.1797932459074063,0.5691473587888116,0.31566125000271766,0.09254235238585873,0.2284857113505283,0.134262547010012,3.8222921182955045,2.053057891738483,5.0424630252643725,4.308727702399232,7.116851217297715,3.8166370598742563
54,2025-02-24,0.2501447512426511,0.17809982201461566,0.16183494169245105,0.5190728657749732,0.27464671091038884,0.0,0.13522484942732976,0.13693789088555197,3.832069563917082,,4.635335328761887,4.278254822150366,,4.2525217685053756
55,2025-02-25,0.16461271014981896,0.19808649958086877,0.07470626506169915,0.5417039978261736,0.32477620921070405,0.02137288981768935,0.12839053633163497,0.09901983009993347,4.774893413196846,2.3144894595029863,5.889225444630268,4.0088479137248125,6.562936478608029,4.750173998206486
56,2025-02-26,0.06779337620093215,0.32699764143070714,0.0,0.5260467690547208,,0.011008634440743223,0.24213427795872772,0.08688670347154112,5.024170985898429,2.3970846458104558,5.36078929679105,4.615128301877631,6.029375780066917,5.615522799115358
57,2025-02-27,0.24607993874785594,,0.06778601427874842,0.599082264941772,,0.09417175244262602,,,5.3280856309647096,2.563212919718089,4.424761677080645,3.967549798981259,6.781665162762647,5.250019537748069
58,2025-02-28,,0.5713630264201762,0.0,0.8149473467289867,0.1867965117984805,0.2260745079795261,,0.0,4.603609731250328,1.6013169317425278,3.5389788946690084,4.035265198169097,5.911971042346893,5.18186747230057
59,2025-03-01,0.4610541533546654,0.4890617428664842,0.0,0.7695402268503894,0.33008274191438386,0.44379750540008606,0.02120388989907307,0.0,4.238990568239934,1.9112108659962592,3.892911658484029,4.112493821226839,5.213891077540223,3.822134162482899
60,2025-03-02,0.38683202404199746,0.36077348943745197,0.0,0.6971543104680439,0.3135194197443621,0.4182575935716838,0.11184712946967383,0.0,3.9243053691305225,2.2891413919915675,3.8067225106556544,4.082870672511493,5.465316061611422,3.403790826981056
61,2025-03-03,0.30228986332005353,0.2124799196684748,0.0,0.691353135370212,0.4150949309215464,0.23553422606564742,0.20142936669582212,0.0,3.607862997724992,2.5375411796083545,4.126641365495398,4.657241986257091,5.774785082840409,3.239463405818225
62,2025-03-04,0.1922345628320576,0.2751875045895327,0.0,0.6239022913420551,0.3273428064706165,,0.23244677511195733,,3.6324933029139097,3.5861077965265835,,4.79622403577691,5.74789209985886,3.318015758192004
63,2025-03-05,0.07461807906077907,0.36460026511889343,0.0,0.5017234287054785,0.38397661465789307,0.3198146591958613,,0.01425250952182924,3.7901234108166366,3.590861020357307,3.879895472193065,5.272663206483771,,4.300520154187908
64,2025-03-06,0.04683758316161188,0.2987613112287812,0.0,0.44970461604874423,0.24968983078685386,0.3096175430607442,0.2683148391846205,0.0,3.520158444476511,3.985239692200091,3.26109547689351,5.033559765119232,,4.720024437752656
65,2025-03-07,0.020351055234035513,0.3628161173764787,0.1341584703155042,0.33042000015597517,0.4808742125592168,,0.1904412847975927,0.2769889100858067,3.5059458728065205,3.9189401214011994,2.9911442068980088,,,5.452242245917091
66,2025-03-08,0.0,0.35464146521842654,,0.28491517966520413,0.32582667555584344,0.044555500371407764,0.15289861810271366,0.30416282577132125,4.049475190386011,,4.224393606258673,5.537961822730277,,5.5636757272681825
67,2025-03-09,0.0,0.40970052869228607,0.03445596765592762,0.2517535586662391,0.4028210090902588,0.014748478332184664,0.03858489007856304,0.228047409851978,4.215964337672465,4.157876162887528,4.437913200527931,6.832794168807908,,5.4710761371326875
68,2025-03-10,0.06613005449387666,0.36451314949446323,0.0,0.2136428816234012,0.38498607196460516,0.034795126216705996,0.1332528154000226,,3.6040217447757317,4.147120444682341,4.295254112958643,5.911526446450044,,5.463921175626085
69,2025-03-11,7.769316508497714e-05,0.3748448285955014,0.0,0.2798613735512767,0.4155657813196665,0.05749085937378233,0.1907237225215023,0.14417904902842835,4.045044952141063,3.7079160791363,4.160895703649077,6.374114383111313,,6.882447678067954
70,2025-03-12,0.012684629286810117,0.0,0.12345300938366317,0.45303933430256776,0.3971774125411858,0.02860964095473542,0.356721154794139,0.039388094588624925,3.941407308389793,4.480105835818572,3.634102412347302,5.658846746361797,,5.826147115161672
71,2025-03-13,0.023382376141166127,0.04753376492577596,,0.43132156066361105,0.22821633228956373,,0.4140316535353709,0.1987590355657069,4.761651385714762,,3.6614578367416537,5.653018960425896,,6.841524812025287
72,2025-03-14,0.05832720920773718,0.10002367494650632,0.29541814181444404,0.45614975975472266,0.25639941751316747,,0.4929833779621075,0.28568025531396113,4.20204804177688,5.67913463612675,3.627974600854455,,4.841306749911246,6.966626325525722
73,2025-03-15,0.013699942565260179,0.09460494403475003,0.2267595819487235,0.6050532785998646,0.13962431317308976,,0.48113520822017175,0.2974791404681093,4.142882009897936,6.058155970984445,3.826698822094829,5.228738788956726,,6.782098732408806
74,2025-03-16,0.2219405964182837,0.34394602610418623,0.2155873857445277,0.6296751750472508,0.12557717159446347,,0.46185585207727614,0.09183271967545609,6.390737686979324,6.207565325518059,4.2711129091726265,5.72641012606869,4.094874988140307,6.327075442418732
75,2025-03-17,0.1213196898112687,0.3784551833304527,,0.6440262771176467,0.09557068982177089,,0.526040614339645,0.14012311162594832,8.013406934072455,6.05797473465702,,6.58877970583277,3.5435620848496527,6.474654591025273
76,2025-03-18,0.0,0.49662865630902964,,0.6048309584437654,0.3021855760439778,0.0,0.5308800903360437,0.28700013458353574,8.053083508765233,5.491299469498136,5.0799750929476515,,,5.88750820756013
77,2025-03-19,0.07584445563894436,0.4733236445496863,,0.4637083565852305,0.0,,0.6521931751915622,,8.872270780821038,5.82570307002351,,5.563447462285761,5.3408170681245855,6.996037804311841
78,2025-03-20,0.3771392751985772,0.4827337273970947,0.1522121535875433,0.611542485830297,0.01344134684471671,0.0,,0.1655027120010173,,6.54799347584734,,,,6.336464004548385
79,2025-03-21,0.336408535261185,0.5084765880821692,0.4381135881618978,0.3867306826769196,,0.0,0.754500298954254,0.17846370282949028,8.143276227601662,,4.383086952583517,5.322608746683383,5.5282248250300015,
