criterion_leaf,criterion_path,predictor_path,_mapping_score
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',900.0
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[BIO] > Sleep_and_Circadian > Sleep_Environment',820.0
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes',780.0
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',860.0
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[BIO] > Sleep_and_Circadian > Sleep_Supplements',770.0
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',680.0
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',650.0
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',660.0
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[PSYCHO] > Cognitive_Behavioral_Therapies > Perseverative_Cognition_Interventions',630.0
*catastrophizing_pain_thoughts_present,pain disorders / musculoskeletal pain disorders / ankylosing spondylitis pain / *catastrophizing_pain_thoughts_present,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training',620.0
*feeling in control,emotional / subjective affective feeling / *feeling in control,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities',420.0
*feeling in control,emotional / subjective affective feeling / *feeling in control,'[BIO] > Movement_and_Bodywork > Balance_and_Coordination_Modalities',380.0
*feeling in control,emotional / subjective affective feeling / *feeling in control,'[BIO] > Movement_and_Bodywork > Mobility_MindBody_and_Somatic_Modalities',400.0
*feeling in control,emotional / subjective affective feeling / *feeling in control,'[BIO] > Movement_and_Bodywork > Strength_and_Resistance_Modalities',390.0
*feeling in control,emotional / subjective affective feeling / *feeling in control,'[BIO] > Nutrition_and_Metabolism > Dietary_Patterns',520.0
*feeling in control,emotional / subjective affective feeling / *feeling in control,'[BIO] > Nutrition_and_Metabolism > Hydration_and_Beverage_Tools',550.0
