criterion_leaf,criterion_path,predictor_path,_mapping_score
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',700.0
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',750.0
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',680.0
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',700.0
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[BIO] > Somatic_and_Interventional > Care_Pathway_and_Safety_Infrastructure',720.0
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',880.0
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',770.0
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',920.0
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy',800.0
*avoidance_of_noise_exposure,anxiety disorders / specific phobia / other type / phonophobia / *avoidance_of_noise_exposure,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',750.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Brief_and_Motivational_Approaches > Coaching_and_Behavior_Change_Support',750.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',900.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',850.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',780.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',920.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules',740.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',860.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation',800.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy',820.0
*catastrophizing_neutral_feedback_as_criticism,anxiety disorders / social anxiety disorder / generalized / fear of negative evaluation / *catastrophizing_neutral_feedback_as_criticism,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',880.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes',820.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[SOCIAL] > Community_Participation_and_Social_Prescribing > Community_Participation_Library',800.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Conflict_and_Relationship_Repair',790.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[SOCIAL] > Romantic_Intimacy_and_Relationships > Relational_Therapeutic_Services',800.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[SOCIAL] > Romantic_Intimacy_and_Relationships > Relationship_Safety_and_Protection',780.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[SOCIAL] > Romantic_Intimacy_and_Relationships > Romantic_Relationship_Skills_and_Support',780.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance',790.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[SOCIAL] > Socioeconomic_and_Material_Resource_Solutions > Financial_and_Benefits_Support',790.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[SOCIAL] > Work_Education_and_Role_Functioning > Education_and_Training_Context_Solutions',800.0
*instrumental_activities_of_daily_living_impairment,neurocognitive disorders / major neurocognitive disorder / substance or medication-induced / other or multiple substances / *instrumental_activities_of_daily_living_impairment,'[SOCIAL] > Work_Education_and_Role_Functioning > Role_Transitions_and_Life_Changes',790.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[BIO] > Environment_and_Exposure > Sensory_Environment',880.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',780.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[BIO] > Neuromodulation_and_Neurostimulation > Sensory_and_Network_Modulation',860.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',850.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[BIO] > Sleep_and_Circadian > Sleep_Environment',820.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',800.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',860.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',800.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',900.0
*urge_to_escape_trigger_sounds,obsessive-compulsive and related disorders / other specified obsessive-compulsive and related disorder / misophonia (sound-triggered rage or distress) / *urge_to_escape_trigger_sounds,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',790.0
