mapping_predictor_path,mapping_predictor_path_canonical,n_matched_hyde_leaves,matched_hyde_leaves_joined
'[BIO] > Medical_Physiology_and_Testing > Laboratory_Tests','[BIO] / Medical_Physiology_and_Testing / Laboratory_Tests',0,
'[BIO] > Medical_Physiology_and_Testing > Physiology_and_Somatic_Optimization_Tools','[BIO] / Medical_Physiology_and_Testing / Physiology_and_Somatic_Optimization_Tools',0,
'[BIO] > Movement_and_Bodywork > Digital_and_Remote_Therapy_Formats','[BIO] / Movement_and_Bodywork / Digital_and_Remote_Therapy_Formats',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback','[BIO] / Neuromodulation_and_Neurostimulation / Biofeedback_and_Neurofeedback',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Digital_and_Immersive_Neuromodulation','[BIO] / Neuromodulation_and_Neurostimulation / Digital_and_Immersive_Neuromodulation',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation','[BIO] / Neuromodulation_and_Neurostimulation / Implantable_Central_Neuromodulation',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Electrical_Stimulation_Family',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Magnetic_Stimulation_Family',0,
'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets','[BIO] / Neuromodulation_and_Neurostimulation / Transcranial_Magnetic_Stimulation_Targets',0,
'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments','[BIO] / Personalization_and_Monitoring / Self_Assessment_Instruments',0,
'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring','[BIO] / Personalization_and_Monitoring / Wearables_and_Home_Monitoring',0,
'[BIO] > Pharmacology_and_Biomedical_Treatments > AntiInflammatory_and_Immunomodulatory_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / AntiInflammatory_and_Immunomodulatory_Pharmacotherapy_Classes',0,
'[BIO] > Pharmacology_and_Biomedical_Treatments > Endocrine_and_Metabolic_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Endocrine_and_Metabolic_Pharmacotherapy_Classes',0,
'[BIO] > Pharmacology_and_Biomedical_Treatments > Medication_Safety_and_Personalization_Tools','[BIO] / Pharmacology_and_Biomedical_Treatments / Medication_Safety_and_Personalization_Tools',0,
'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Psychiatric_Pharmacotherapy_Classes',0,
'[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Sleep_Related_Pharmacotherapy_Classes',0,
'[BIO] > Pharmacology_and_Biomedical_Treatments > Substance_Use_Treatment_Pharmacotherapy_Classes','[BIO] / Pharmacology_and_Biomedical_Treatments / Substance_Use_Treatment_Pharmacotherapy_Classes',0,
'[BIO] > Sleep_and_Circadian > Circadian_Entrainment','[BIO] / Sleep_and_Circadian / Circadian_Entrainment',0,
'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies','[BIO] / Sleep_and_Circadian / Sleep_Devices_and_Technologies',0,
'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes','[BIO] / Sleep_and_Circadian / Sleep_Pharmacotherapy_Classes',0,
'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices','[BIO] / Sleep_and_Circadian / Sleep_Routines_and_Practices',0,
'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies','[BIO] / Somatic_and_Interventional / Brain_Stimulation_Therapies',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries','[PSYCHO] / Cognitive_Behavioral_Therapies / CBT_Skills_Training_Libraries',0,
'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning','[PSYCHO] / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning',0,
