criterion_leaf,criterion_path,predictor_path,_mapping_score
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',690.0
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',700.0
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',750.0
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation',710.0
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Cognitive_Trauma_Processing',860.0
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > EMDR_Informed_Interventions',850.0
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Exposure_Based_Trauma_Processing',780.0
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Imagery_and_Rescripting_Interventions',700.0
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Narrative_and_Writing_Based_Interventions',720.0
*intense_emotional_pain_related_to_loss,trauma- and stressor-related disorders / grief-related disorders / persistent complex bereavement disorder / *intense_emotional_pain_related_to_loss,'[PSYCHO] > Trauma_Memory_Imagery_and_Narrative_Work > Trauma_Focused_CBT_Components',800.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[BIO] > Somatic_and_Interventional > Care_Pathway_and_Safety_Infrastructure',900.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',750.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports',770.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[SOCIAL] > Care_Navigation_Access_and_Coordination > Care_Navigation_and_Access',800.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[SOCIAL] > Digital_Social_Environment > Digital_Life_Assessment_and_Guardrails',850.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[SOCIAL] > Digital_Social_Environment > Digital_Wellbeing_and_Skills',800.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[SOCIAL] > Digital_Social_Environment > Feed_Curation_and_Content_Health',780.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[SOCIAL] > Digital_Social_Environment > Safety_Privacy_and_Online_Conflict_Support',820.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[SOCIAL] > Legal_Safety_and_Rights_Support > Legal_and_Rights_Support',860.0
*partner_social_media_monitoring,schizophrenia spectrum and other psychotic disorders / delusional and related persistent psychoses / delusional disorder / jealous type / *partner_social_media_monitoring,'[SOCIAL] > Legal_Safety_and_Rights_Support > Safety_and_Protection_Solutions',880.0
*shame,emotional / affective process / emotion process / *shame,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',900.0
*shame,emotional / affective process / emotion process / *shame,'[BIO] > Neuromodulation_and_Neurostimulation > Digital_and_Immersive_Neuromodulation',850.0
*shame,emotional / affective process / emotion process / *shame,'[BIO] > Neuromodulation_and_Neurostimulation > Implantable_Central_Neuromodulation',880.0
*shame,emotional / affective process / emotion process / *shame,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',920.0
*shame,emotional / affective process / emotion process / *shame,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages',880.0
*shame,emotional / affective process / emotion process / *shame,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',830.0
*shame,emotional / affective process / emotion process / *shame,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets',820.0
*shame,emotional / affective process / emotion process / *shame,'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies',900.0
*shame,emotional / affective process / emotion process / *shame,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',900.0
*shame,emotional / affective process / emotion process / *shame,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Functional_Analytic_Behavior_Therapy',840.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',590.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',750.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[BIO] > Sleep_and_Circadian > Sleep_Environment',700.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',780.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[PSYCHO] > Brief_and_Motivational_Approaches > Coaching_and_Behavior_Change_Support',610.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[PSYCHO] > Brief_and_Motivational_Approaches > Motivational_Interviewing_Approach',590.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',660.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries',720.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy',680.0
*symptom_focus_in_social_interactions,somatic symptom and related disorders / somatic symptom disorder / *symptom_focus_in_social_interactions,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',650.0
