criterion_leaf,criterion_path,predictor_path,_mapping_score
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes',600.0
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[BIO] > Pharmacology_and_Biomedical_Treatments > Sleep_Related_Pharmacotherapy_Classes',780.0
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',950.0
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies',820.0
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[BIO] > Sleep_and_Circadian > Sleep_Environment',800.0
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes',780.0
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',820.0
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[BIO] > Sleep_and_Circadian > Sleep_Supplements',700.0
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',500.0
*decreased_sleep_need_present,bipolar and related disorders / bipolar ii disorder / course or remission / episodic course / *decreased_sleep_need_present,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',520.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities',500.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',650.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',520.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',550.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets',520.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes',800.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Pharmacology_and_Biomedical_Treatments > Substance_Use_Treatment_Pharmacotherapy_Classes',760.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',880.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies',520.0
*increased_goal_directed_activities_or_excessive_projects,bipolar and related disorders / other specified bipolar and related disorder / recurrent brief hypomania / *increased_goal_directed_activities_or_excessive_projects,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',700.0
*increased_spending_sprees,bipolar and related disorders / bipolar ii disorder / required episode types / hypomanic episode / *increased_spending_sprees,'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring',650.0
*increased_spending_sprees,bipolar and related disorders / bipolar ii disorder / required episode types / hypomanic episode / *increased_spending_sprees,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',820.0
*increased_spending_sprees,bipolar and related disorders / bipolar ii disorder / required episode types / hypomanic episode / *increased_spending_sprees,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies',700.0
*increased_spending_sprees,bipolar and related disorders / bipolar ii disorder / required episode types / hypomanic episode / *increased_spending_sprees,'[BIO] > Sleep_and_Circadian > Sleep_Environment',680.0
*increased_spending_sprees,bipolar and related disorders / bipolar ii disorder / required episode types / hypomanic episode / *increased_spending_sprees,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes',800.0
*increased_spending_sprees,bipolar and related disorders / bipolar ii disorder / required episode types / hypomanic episode / *increased_spending_sprees,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',760.0
*increased_spending_sprees,bipolar and related disorders / bipolar ii disorder / required episode types / hypomanic episode / *increased_spending_sprees,'[BIO] > Sleep_and_Circadian > Sleep_Supplements',670.0
*social_withdrawal,depressive disorders / major depressive disorder (unipolar depression) / recurrent episode / seasonal pattern / winter-onset / *social_withdrawal,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',880.0
