criterion_leaf,criterion_path,predictor_path,_mapping_score
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[BIO] > Pharmacology_and_Biomedical_Treatments > Endocrine_and_Metabolic_Pharmacotherapy_Classes',900.0
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[BIO] > Pharmacology_and_Biomedical_Treatments > Psychiatric_Pharmacotherapy_Classes',750.0
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',700.0
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',650.0
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[SOCIAL] > Care_Navigation_Access_and_Coordination > Access_Barrier_Reduction_Solutions',640.0
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[SOCIAL] > Care_Navigation_Access_and_Coordination > Care_Navigation_and_Access',720.0
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[SOCIAL] > Culture_Identity_and_Social_Inclusion > Community_Connection_and_Affirming_Spaces',700.0
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Assessment_and_Goal_Setting',700.0
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[SOCIAL] > Romantic_Intimacy_and_Relationships > Relational_Therapeutic_Services',700.0
*distress_or_impairment_from_somatic_symptom,somatic symptom and related disorders / somatic symptom disorder / *distress_or_impairment_from_somatic_symptom,'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance',680.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',700.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[BIO] > Neuromodulation_and_Neurostimulation > Digital_and_Immersive_Neuromodulation',600.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[BIO] > Neuromodulation_and_Neurostimulation > Sensory_and_Network_Modulation',550.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',640.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies',560.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',800.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',820.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',700.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',950.0
*limited_outdoor_movement_radius,anxiety disorders / agoraphobia / fear of open spaces / *limited_outdoor_movement_radius,'[PSYCHO] > Cognitive_Behavioral_Therapies > Transdiagnostic_CBT_Frameworks',600.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',800.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',750.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules',520.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Foundations_and_Common_Factors > Therapeutic_Relationship_and_Context',480.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',900.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Skills_Libraries > Interpersonal_and_Communication_Skills',550.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy',720.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',700.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Radically_Open_Skills_Based_Therapy',650.0
*mistrust,emotional / affective process / emotion process / *mistrust,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Stress_Inoculation_and_Coping_Skills',520.0
