feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / partner_support_during_panic_or_overwhelm_plan,SOCIAL,5,1.0,3.2,4.4,0.24447668,0.013570193
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / self_soothing_and_couple_soothing_balancing_plan,SOCIAL,5,1.0,17.8,19.446337,0.23138146,0.015775677
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / sleep_fatigue_and_irritability_risk_mitigation_plan,SOCIAL,5,1.0,22.6,15.730226,0.22127256,0.0059621334
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / skills_and_frameworks / i_statement_and_impact_language_coaching,SOCIAL,5,1.0,32.2,35.991108,0.22468793,0.014953461
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / stress_spillover_prevention_plan,SOCIAL,5,1.0,52.4,56.361687,0.21495433,0.009911221
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / group_therapy_formats / skills_oriented / emotion_regulation_in_relationships_skills_group,SOCIAL,5,1.0,58.4,16.378035,0.21063769,0.0044242693
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / decision_making_framework_for_couples,SOCIAL,5,1.0,58.6,64.81543,0.21464376,0.013250874
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / structured_problem_solving_as_couple_protocol,SOCIAL,5,1.0,69.4,47.216946,0.2095649,0.009126135
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_structure_and_life_context / health_disability_and_care_context / chronic_illness_impact_on_relationship_communication_plan,SOCIAL,5,1.0,82.0,52.478565,0.20890483,0.009389838
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / co_regulation_practice_as_couple,SOCIAL,5,1.0,86.8,75.91153,0.20930076,0.012302914
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / grounding_and_return_to_connection_steps,SOCIAL,4,0.8,31.25,38.557587,0.22037996,0.011227558
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / deescalation_cues_and_signals_agreement,SOCIAL,4,0.8,50.25,38.499187,0.21301717,0.008846391
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / safety_and_trust_in_support / reduce_toxic_relationship_exposure_plan,SOCIAL,4,0.8,66.25,39.480217,0.20969114,0.0082464125
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / values_readiness_and_intentions / clarification_and_preparation / emotional_availability_check_and_support_plan,SOCIAL,4,0.8,77.5,41.560196,0.20920393,0.00882325
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / values_readiness_and_intentions / clarification_and_preparation / healthy_relationship_modeling_psychoeducation,SOCIAL,4,0.8,80.0,38.438263,0.208098,0.0096542295
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_structure_and_life_context / health_disability_and_care_context / medication_impact_on_desire_conversation_preparation,SOCIAL,4,0.8,80.5,71.107315,0.21122093,0.010240635
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / conflict_trigger_mapping_as_couple_exercise,SOCIAL,4,0.8,81.0,35.39068,0.20784372,0.009025567
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / core_interpersonal_skills / emotion_in_interaction / emotion_regulation_in_conversation_coaching,SOCIAL,4,0.8,83.5,29.88729,0.20475021,0.0055549634
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / shared_stress_debrief_ritual,SOCIAL,4,0.8,88.75,68.9071,0.20741303,0.011889039
SOCIAL / interpersonal_therapeutic_solutions / interpersonal_therapeutic_and_coaching_services / core_interpersonal_skills / emotion_in_interaction / co_regulation_skills_practice,SOCIAL,4,0.8,113.0,26.038433,0.20070651,0.0046034544
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / agenda_setting_for_couple_meetings_toolkit,SOCIAL,4,0.8,124.75,37.552464,0.20227875,0.007772406
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / stress_and_coregulation / work_stress_decompression_ritual_codesign,SOCIAL,4,0.8,128.25,42.716362,0.2015284,0.0059731216
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / values_readiness_and_intentions / clarification_and_preparation / loneliness_driven_decision_risk_check_tool,SOCIAL,4,0.8,159.75,30.946526,0.1992847,0.0046931277
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / emotional_safety_cocreation_plan,SOCIAL,3,0.6,44.333332,27.35365,0.21462142,0.0080010025
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / care_roles_and_emotional_labor / compassion_fatigue_risk_mitigation_couple_plan,SOCIAL,3,0.6,68.333336,34.567165,0.20980698,0.009028713
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / skills_and_frameworks / difficult_conversation_planning_couple_format,SOCIAL,3,0.6,74.666664,39.26265,0.20862074,0.009306023
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / positive_interactions_and_appreciation / positive_override_and_repair_buffering_plan,SOCIAL,3,0.6,79.0,60.02222,0.20951514,0.012905105
SOCIAL / romantic_intimacy_and_relationships / relational_therapeutic_services / couple_and_relationship_services / evidence_informed_modalities / couple_therapy_solution_focused_modality,SOCIAL,3,0.6,93.0,38.40139,0.20639426,0.008080937
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_structure_and_life_context / health_disability_and_care_context / sensory_aware_intimacy_planning_coaching,SOCIAL,3,0.6,97.666664,16.006943,0.20502454,0.008042518
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / shame_sensitive_conversation_planning,SOCIAL,3,0.6,102.0,35.562153,0.20501585,0.0089417575
SOCIAL / romantic_intimacy_and_relationships / relational_therapeutic_services / couple_and_relationship_services / decision_and_discernment / commitment_alignment_discussion_facilitation,SOCIAL,3,0.6,104.0,27.580187,0.20479459,0.0073537063
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / sexual_communication_and_consent / desire_discrepancy_and_arousal / stress_fatigue_and_desire_interference_plan,SOCIAL,3,0.6,104.333336,20.85399,0.20452718,0.0065020393
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / values_readiness_and_intentions / clarification_and_preparation / relationship_readiness_self_assessment_toolkit,SOCIAL,3,0.6,106.333336,13.474255,0.20485418,0.007266083
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / empathic_attunement_practice_as_couple,SOCIAL,3,0.6,118.333336,54.432423,0.20316468,0.010596754
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / tradeoff_negotiation_framework_for_couples,SOCIAL,3,0.6,123.333336,39.46588,0.20252275,0.008291019
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / support_seeking_and_support_giving_scripts,SOCIAL,3,0.6,130.0,53.597263,0.20204067,0.010931074
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / skills_and_frameworks / relationship_education_workshop,SOCIAL,3,0.6,131.0,31.123411,0.20200087,0.008766006
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / skills_and_frameworks / validation_and_reflective_listening_practice,SOCIAL,3,0.6,137.33333,45.842724,0.20211188,0.010124426
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / skills_and_frameworks / repair_attempt_practice_for_couples,SOCIAL,3,0.6,140.33333,51.545017,0.20196177,0.010815702
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / emotional_intimacy_and_vulnerability / vulnerability_sharing_scaffolding_protocol,SOCIAL,3,0.6,147.66667,32.107456,0.20050263,0.008518886
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / sexual_communication_and_consent / intimacy_exercises_and_reconnection / intimacy_after_conflict_reconnection_plan,SOCIAL,3,0.6,156.33333,45.25729,0.19997573,0.009810118
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / communication_and_connection / checkins_and_problem_solving / feedback_conversation_support_as_couple,SOCIAL,3,0.6,159.66667,25.525585,0.19961245,0.008117685
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / values_readiness_and_intentions / clarification_and_preparation / self_worth_and_standards_anchoring_coaching,SOCIAL,3,0.6,163.66667,18.408936,0.20007418,0.0069226464
SOCIAL / romantic_intimacy_and_relationships / relational_therapeutic_services / couple_and_relationship_services / decision_and_discernment / stay_leave_decision_support_coaching,SOCIAL,3,0.6,166.33333,12.657892,0.19955428,0.006322852
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / conflict_boundaries_and_trust / betrayal_and_repair_work / affair_impact_processing_support_plan,SOCIAL,2,0.4,59.0,30.0,0.21232268,0.01117751
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / connection_rituals_and_quality_time / affection_and_closeness_planning,SOCIAL,2,0.4,95.0,5.0,0.20697808,0.006304413
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / connection_rituals_and_quality_time / long_term_vision_building_as_couple,SOCIAL,2,0.4,115.5,48.5,0.19974265,0.0041939914
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / relationship_maintenance_and_enrichment / care_roles_and_emotional_labor / burnout_prevention_in_couple_caregiving_plan,SOCIAL,2,0.4,116.5,9.5,0.1986533,0.0007022619
SOCIAL / romantic_intimacy_and_relationships / romantic_relationship_skills_and_support / values_readiness_and_intentions / clarification_and_preparation / attachment_preferences_and_needs_reflection_exercise,SOCIAL,2,0.4,121.0,51.0,0.20550041,0.0116580725
