criterion_leaf,criterion_path,predictor_path,_mapping_score
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',700.0
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',650.0
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',620.0
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',680.0
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[PSYCHO] > Cognitive_Behavioral_Therapies > Perseverative_Cognition_Interventions',590.0
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training',600.0
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[PSYCHO] > Cognitive_Behavioral_Therapies > Transdiagnostic_CBT_Frameworks',610.0
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[PSYCHO] > Cognitive_and_Metacognitive_Interventions > Metacognitive_and_Attention_Based_Interventions',640.0
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[PSYCHO] > Interpersonal_and_Attachment_Therapies > Attachment_Informed_Interventions',600.0
*avoidance_of_tasks_requiring_sustained_effort,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / predominantly inattentive presentation / *avoidance_of_tasks_requiring_sustained_effort,'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance',600.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',900.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies',850.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[BIO] > Sleep_and_Circadian > Sleep_Environment',800.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',720.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',780.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',750.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',880.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[PSYCHO] > Skills_Libraries > Interpersonal_and_Communication_Skills',840.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',720.0
*functional_status_adequate,bipolar and related disorders / bipolar ii disorder / course or remission / in full remission / *functional_status_adequate,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Skill_Building_and_Psychoeducation',700.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Family_Parenting_and_Household_Systems > Caregiving_and_Respite_Solutions',700.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Family_Parenting_and_Household_Systems > Family_and_Household_Services',680.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Family_Parenting_and_Household_Systems > Parenting_and_Caregiver_Support',660.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Assessment_and_Goal_Setting',900.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Conflict_and_Relationship_Repair',880.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Contextual_and_Practical_Supports',860.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Skill_Building_and_Psychoeducation',840.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Interpersonal_Therapeutic_Solutions > Therapy_and_Support_Formats',820.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Social_Support_and_Belonging > Network_Building_And_Maintenance',770.0
*maintaining_friendships,unspecified_stage / social_development / peer_relationships / friendships / *maintaining_friendships,'[SOCIAL] > Social_Support_and_Belonging > Support_Network_Development',750.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring',860.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',900.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',880.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[PSYCHO] > Cognitive_Behavioral_Therapies > Perseverative_Cognition_Interventions',850.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training',860.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Care_Delivery_Formats',830.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports',850.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy',820.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',820.0
*personalbudgeting tools,financial / financialsecurity / financialplanning / budgeting / *personalbudgeting tools,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Radically_Open_Skills_Based_Therapy',800.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',920.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',900.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries',880.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Bias_and_Attention_Modification',860.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',850.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Cognitive_Behavioral_Therapies > Exposure_and_Inhibitory_Learning',840.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Foundations_and_Common_Factors > Therapeutic_Relationship_and_Context',900.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',880.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Skills_Libraries > Interpersonal_and_Communication_Skills',860.0
*pervasive_inadequacy_belief,personality disorders / other personality disorders / self-defeating personality disorder / *pervasive_inadequacy_belief,'[PSYCHO] > Skills_Libraries > Self_Compassion_and_Self_Relating',860.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[BIO] > Neuromodulation_and_Neurostimulation > Biofeedback_and_Neurofeedback',900.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[BIO] > Neuromodulation_and_Neurostimulation > Light_and_Photo_Neuromodulation',860.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Family',900.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages',880.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',860.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets',850.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[BIO] > Neuromodulation_and_Neurostimulation > Ultrasound_and_Mechanical_Neuromodulation',820.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',700.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[PSYCHO] > Cognitive_and_Metacognitive_Interventions > Cognitive_Remediation_and_Rehabilitation',740.0
*poor_task_organization,neurodevelopmental disorders / attention-deficit or hyperactivity disorder (adhd) / combined presentation / *poor_task_organization,'[PSYCHO] > Cognitive_and_Metacognitive_Interventions > Metacognitive_and_Attention_Based_Interventions',720.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments',680.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries',820.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training',880.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Care_Delivery_Formats',640.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[PSYCHO] > Foundations_and_Common_Factors > Goals_Values_and_Maintenance_Planning',780.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules',740.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[PSYCHO] > Measurement_Based_Care_and_Feedback > Measurement_and_Feedback_Systems',750.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',700.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[PSYCHO] > Skills_Libraries > Interpersonal_and_Communication_Skills',650.0
*prioritizing tasks,psychological / environmental mastery / ability to manage environment / time management / *prioritizing tasks,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy',760.0
*routine medical visits,physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments',650.0
*routine medical visits,physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring',700.0
*routine medical visits,physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,'[BIO] > Somatic_and_Interventional > Care_Pathway_and_Safety_Infrastructure',720.0
*routine medical visits,physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Care_Delivery_Formats',850.0
*routine medical visits,physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports',800.0
*routine medical visits,physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules',600.0
*routine medical visits,physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,'[PSYCHO] > Measurement_Based_Care_and_Feedback > Measurement_and_Feedback_Systems',900.0
*routine medical visits,physical / physical self-care / medical check-ups / preventive health maintenance / *routine medical visits,'[SOCIAL] > Care_Navigation_Access_and_Coordination > Care_Navigation_and_Access',750.0
