leaf_path,leaf_path_canonical,hyde_score_raw,hyde_score_scaled
BIO / nutrition_hydration_and_metabolic_health / alcohol_and_other_intake_modulation / alcohol_free_social_plan,BIO / nutrition_hydration_and_metabolic_health / alcohol_and_other_intake_modulation / alcohol_free_social_plan,0.2132089734077453,213.2089734077453
BIO / sleep_circadian_and_restoration / circadian_entrainment / activity_and_meal_cues / social_rhythm_stabilization,BIO / sleep_circadian_and_restoration / circadian_entrainment / activity_and_meal_cues / social_rhythm_stabilization,0.2146120518445968,214.6120518445968
BIO / sleep_circadian_and_restoration / circadian_entrainment / context_shift_plans / weekend_social_shift_mitigation,BIO / sleep_circadian_and_restoration / circadian_entrainment / context_shift_plans / weekend_social_shift_mitigation,0.2248467355966568,224.8467355966568
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / modern_clinical_protocol_arcs_solutions / rodbt_social_signaling_and_connection_implementation,PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / modern_clinical_protocol_arcs_solutions / rodbt_social_signaling_and_connection_implementation,0.2204879373311996,220.4879373311996
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_barrier_solving_and_skills_build,PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_barrier_solving_and_skills_build,0.2077194303274154,207.7194303274154
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_modeling_and_observational_learning_plan,PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_modeling_and_observational_learning_plan,0.2139132618904113,213.9132618904113
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_monitoring_goals_and_feedback_loop,PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_monitoring_goals_and_feedback_loop,0.223332479596138,223.332479596138
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_social_support_as_opportunity_design,PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_social_support_as_opportunity_design,0.2373628616333007,237.3628616333007
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / boundary_with_external_stressors_plan,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / boundary_with_external_stressors_plan,0.2134704142808914,213.4704142808914
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / commitment_device_setup_when_appropriate,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / commitment_device_setup_when_appropriate,0.2155509442090988,215.5509442090988
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / environmental_restructuring_for_action,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / environmental_restructuring_for_action,0.2125876396894455,212.5876396894455
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / identity_supporting_environment_redesign,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / identity_supporting_environment_redesign,0.2125678807497024,212.5678807497024
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / reduce_friction_for_target_behavior,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / reduce_friction_for_target_behavior,0.2119058966636657,211.9058966636657
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / remove_temptations_precommitment_plan,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / remove_temptations_precommitment_plan,0.2147887498140335,214.7887498140335
