feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / meaningful_activity_with_others_planning,SOCIAL,5,1.0,1.2,0.4,0.25088027,0.0065073716
PSYCHO / change_process_and_therapeutic_phases / identity_consolidation / roles_relationships_and_belonging / social_role_selection_and_prioritization_practice,PSYCHO,5,1.0,4.4,3.4985712,0.2426703,0.008994074
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / reengagement_after_isolation_plan,SOCIAL,5,1.0,5.6,2.4166093,0.23891535,0.006407542
PSYCHO / change_process_and_therapeutic_phases / identity_consolidation / roles_relationships_and_belonging / prosocial_contribution_planning,PSYCHO,5,1.0,7.0,3.9496837,0.23786478,0.0077807014
PSYCHO / change_process_and_therapeutic_phases / identity_consolidation / roles_relationships_and_belonging / community_belonging_investment_plan,PSYCHO,5,1.0,7.8,3.4871192,0.23736008,0.005338061
SOCIAL / social_support_and_belonging / support_network_development / family_caregiver_and_friends_mobilization / caregiver_role_clarification_and_support_plan,SOCIAL,5,1.0,8.6,6.88767,0.23839214,0.005952424
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / micro_connection_opportunities_plan,SOCIAL,5,1.0,9.0,4.1952353,0.23671813,0.006153999
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / safety_and_trust_in_support / reduce_toxic_relationship_exposure_plan,SOCIAL,5,1.0,9.2,5.418487,0.23696645,0.009508998
SOCIAL / social_support_and_belonging / support_network_development / family_caregiver_and_friends_mobilization / shared_care_plan_with_family_consent,SOCIAL,5,1.0,10.0,9.528904,0.23827477,0.0058310996
SOCIAL / social_support_and_belonging / belonging_isolation_and_meaning / loneliness_reduction_planning / loneliness_reduction_action_plan,SOCIAL,5,1.0,10.6,5.043808,0.2356318,0.005746144
SOCIAL / culture_identity_and_social_inclusion / culture_identity_and_inclusion_solutions / belonging_and_social_safety_skills / self_advocacy_for_identity_safety_support,SOCIAL,5,1.0,11.2,4.308132,0.23321207,0.009101277
PSYCHO / change_process_and_therapeutic_phases / identity_consolidation / roles_relationships_and_belonging / belonging_and_values_aligned_community_search_plan,PSYCHO,5,1.0,12.6,5.1224995,0.23275438,0.005065558
PSYCHO / third_wave_and_contextual_therapies / compassion_focused_interventions / compassionate_self_identity_work,PSYCHO,5,1.0,16.6,2.8,0.2291393,0.007623417
SOCIAL / culture_identity_and_social_inclusion / culture_identity_and_inclusion_solutions / belonging_and_social_safety_skills / stigma_reduction_support_group,SOCIAL,5,1.0,18.2,7.984986,0.22864386,0.008266158
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / self_determination_theory_solutions / sdt_relatedness_and_belonging_build,PSYCHO,5,1.0,20.0,8.876937,0.22782214,0.004146903
SOCIAL / culture_identity_and_social_inclusion / culture_identity_and_inclusion_solutions / belonging_and_social_safety_skills / community_belonging_coaching,SOCIAL,5,1.0,20.6,20.185144,0.2301182,0.010917321
SOCIAL / social_support_and_belonging / support_network_development / family_caregiver_and_friends_mobilization / family_and_friends_support_circle_mobilization,SOCIAL,5,1.0,21.4,13.078226,0.22837691,0.004507844
PSYCHO / change_process_and_therapeutic_phases / identity_consolidation / roles_relationships_and_belonging / role_transition_support_plan,PSYCHO,5,1.0,22.0,6.6030297,0.2260859,0.0075333826
PSYCHO / interpersonal_and_attachment_therapies / interpersonal_therapy_family / social_support_mobilization,PSYCHO,5,1.0,26.8,9.108238,0.22344515,0.007951507
PSYCHO / integrative_creative_and_body_oriented_interventions / parts_and_internal_systems_work / self_leadership_practice,PSYCHO,5,1.0,27.8,8.565045,0.22318089,0.008410119
