criterion_leaf,criterion_path,predictor_path,_mapping_score
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[BIO] > Personalization_and_Monitoring > Self_Assessment_Instruments',700.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[BIO] > Personalization_and_Monitoring > Wearables_and_Home_Monitoring',820.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',900.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Cognitive_Behavioral_Therapies > CBT_Skills_Training_Libraries',750.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Cognitive_Behavioral_Therapies > Problem_Solving_Training',820.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Care_Delivery_Formats',860.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Digital_and_Tech_Enabled_Solutions > Digital_Tools_and_Supports',880.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Foundations_and_Common_Factors > Goals_Values_and_Maintenance_Planning',850.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Foundations_and_Common_Factors > Psychoeducation_Modules',800.0
*allocating time efficiently,psychological / temporal perspective / time management / scheduling / *allocating time efficiently,'[PSYCHO] > Measurement_Based_Care_and_Feedback > Measurement_and_Feedback_Systems',900.0
*compulsion,emotional / negative emotions / *compulsion,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',880.0
*compulsion,emotional / negative emotions / *compulsion,'[BIO] > Sleep_and_Circadian > Sleep_Environment',840.0
*compulsion,emotional / negative emotions / *compulsion,'[BIO] > Sleep_and_Circadian > Sleep_Pharmacotherapy_Classes',800.0
*compulsion,emotional / negative emotions / *compulsion,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',860.0
*compulsion,emotional / negative emotions / *compulsion,'[PSYCHO] > Brief_and_Motivational_Approaches > Solution_Focused_Brief_Therapy',820.0
*compulsion,emotional / negative emotions / *compulsion,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',880.0
*compulsion,emotional / negative emotions / *compulsion,'[PSYCHO] > Humanistic_and_Experiential_Therapies > Emotion_Focused_Therapy',860.0
*compulsion,emotional / negative emotions / *compulsion,'[PSYCHO] > Skills_Libraries > Emotion_Regulation_and_Affect_Skills',940.0
*compulsion,emotional / negative emotions / *compulsion,'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation',850.0
*compulsion,emotional / negative emotions / *compulsion,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',920.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[BIO] > Movement_and_Bodywork > Aerobic_Movement_Modalities',700.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[BIO] > Movement_and_Bodywork > Strength_and_Resistance_Modalities',680.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',900.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[BIO] > Sleep_and_Circadian > Sleep_Environment',800.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',850.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavior_Change_and_Activation',750.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[PSYCHO] > Cognitive_Behavioral_Therapies > Behavioral_Experiments_and_Learning',720.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[PSYCHO] > Skills_Libraries > Stress_Management_and_Relaxation',800.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > ACT_Contextual_Behavioral_Therapy',680.0
*meeting deadlines,psychological / environmental mastery / ability to manage environment / time management / *meeting deadlines,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Stress_Inoculation_and_Coping_Skills',700.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Electrical_Stimulation_Montages',830.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Family',850.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[BIO] > Neuromodulation_and_Neurostimulation > Transcranial_Magnetic_Stimulation_Targets',800.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[BIO] > Sleep_and_Circadian > Circadian_Entrainment',950.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[BIO] > Sleep_and_Circadian > Sleep_Devices_and_Technologies',820.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[BIO] > Sleep_and_Circadian > Sleep_Environment',800.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[BIO] > Sleep_and_Circadian > Sleep_Routines_and_Practices',780.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[BIO] > Somatic_and_Interventional > Brain_Stimulation_Therapies',900.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring',780.0
*self_critical_rumination,personality disorders / other personality disorders / depressive personality disorder / *self_critical_rumination,'[PSYCHO] > Third_Wave_and_Contextual_Therapies > Mindfulness_Based_Interventions',860.0
