feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / medication_optimization_coordination_for_pain,BIO,5,1.0,1.2,0.4,0.27057505,0.010364713
PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / body_based_mindfulness / pain_mindfulness_practice,PSYCHO,5,1.0,3.6,1.6248076,0.25884795,0.007010032
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / pain_function_goal_setting_and_tracking_pathway,BIO,5,1.0,3.8,2.2271056,0.25627407,0.01343403
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / change_based_skills / opposite_action_and_action_shaping / behavioral_activation_for_low_mood,PSYCHO,5,1.0,4.6,2.5768197,0.2593933,0.010072034
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / chronic_pain_multimodal_assessment_pathway,BIO,5,1.0,6.0,2.0,0.25085798,0.0111487005
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / pain_crisis_triage_and_safety_planning_pathway,BIO,5,1.0,7.2,5.491812,0.2502691,0.012805582
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / neuromuscular_rehabilitation_coordination_for_pain,BIO,5,1.0,8.2,1.7204651,0.24624293,0.010798191
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / foundational_self_regulation_skills / coping_plan_structure_noncrisis,PSYCHO,5,1.0,8.2,2.2271059,0.2405541,0.010707781
PSYCHO / change_process_and_therapeutic_phases / phase_management_and_sequencing / care_pathway_low_intensity_to_high_intensity_selection,PSYCHO,5,1.0,11.4,5.5713553,0.24113393,0.013108388
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / protection_motivation_theory_solutions / pmt_self_efficacy_build_plan,PSYCHO,5,1.0,12.8,5.6709785,0.23400962,0.009879353
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / ecological_momentary_assessment_ema / momentary_coping_and_response / ema_perceived_coping_effectiveness,BIO,5,1.0,14.6,5.885576,0.23158589,0.0061065815
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / behavioral_planning_and_execution_skills / coping_planning_for_barriers_practice,PSYCHO,5,1.0,15.8,4.4,0.23130135,0.008455159
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / shame_guilt_and_self_attack_work / compassionate_response_to_lapse,PSYCHO,5,1.0,21.6,4.363485,0.22652666,0.0060219406
PSYCHO / foundations_and_common_factors / psychoeducation_modules / mindfulness_and_acceptance / mechanisms_and_training / psychoeducation_pain_vs_suffering_distinction_psychoonly,PSYCHO,5,1.0,21.6,5.0039983,0.22628275,0.0074440646
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_social_pressure_without_use,PSYCHO,5,1.0,22.0,9.570788,0.2272876,0.006866078
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / hapa_health_action_process_approach_solutions / hapa_task_self_efficacy_building_plan,PSYCHO,5,1.0,22.2,9.887365,0.22781555,0.01003307
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / flexible_skill_selection_in_context / stop_rules_for_maladaptive_coping_practice,PSYCHO,5,1.0,23.2,2.9257479,0.22639652,0.0062145772
BIO / medical_assessment_and_physiology_testing / physiology_and_somatic_optimization_tools / pain_and_physical_function_pathways / pain_rehabilitation_pathway,BIO,5,1.0,24.4,14.63694,0.22767095,0.0058838427
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / daily_and_retrospective_logs / pain_intensity_and_interference_log,BIO,5,1.0,27.2,30.413157,0.23209539,0.013024418
PSYCHO / third_wave_and_contextual_therapies / stress_inoculation_and_coping_skills / coping_self_statements_practice,PSYCHO,5,1.0,27.6,6.18385,0.22371133,0.007637814
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_stress_without_use,PSYCHO,5,1.0,28.0,11.2605505,0.22424528,0.0047698854
BIO / movement_physical_function_and_somatic_care / rehabilitation_and_functional_restoration / rehab_exercise_families / isometric_pain_modulation_framework,BIO,5,1.0,28.4,11.0381155,0.22411208,0.006222527
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / distress_tolerance / self_soothing_sensory_toolkit_for_recovery,PSYCHO,5,1.0,29.8,7.6,0.22296958,0.0056244256
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / referral_and_evaluation / pain_related_sleep_disruption_assessment_pathway,BIO,5,1.0,32.2,27.952818,0.22614443,0.009922887
PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / applied_mindfulness_for_stress_and_reactivity / mindful_coping_choice_point,PSYCHO,5,1.0,32.8,11.2676525,0.22188619,0.0038765008
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / urge_tolerance_and_surfing / compassionate_self_talk_during_urge,PSYCHO,5,1.0,33.4,7.337575,0.22101757,0.0049247555
PSYCHO / brief_and_motivational_approaches / coaching_and_behavior_change_support / self_efficacy_building,PSYCHO,5,1.0,34.0,19.959959,0.22351341,0.012556548
PSYCHO / foundations_and_common_factors / case_formulation_and_treatment_planning / coping_strategy_function_map,PSYCHO,5,1.0,34.2,20.09378,0.22259311,0.007173389
BIO / somatic_and_interventional_care_pathways / somatic_and_interventional_therapies / pain_medicine_and_somatic_distress / interventional_pain_options_and_coordination / interventional_pain_procedure_eligibility_evaluation,BIO,5,1.0,35.4,34.41279,0.22575232,0.011097083
BIO / personalization_monitoring_and_data_feedback / self_assessment_and_logs / ecological_momentary_assessment_ema / momentary_somatic_and_physiological_perception / ema_pain_level,BIO,5,1.0,35.6,15.134067,0.22147174,0.005629358
PSYCHO / positive_psychology_and_wellbeing / resilience_and_optimism_skills / coping_flexibility_training,PSYCHO,5,1.0,36.2,17.034082,0.22181173,0.009990032
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_cards_for_highrisk_situations,PSYCHO,5,1.0,36.8,8.749857,0.22008415,0.005456633
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_boredom_without_use,PSYCHO,5,1.0,37.4,2.5768197,0.21998382,0.0050203553
PSYCHO / substance_use_recovery_and_behavior_change / cbt_based_recovery_skills / coping_skills_training / coping_with_anger_without_use,PSYCHO,5,1.0,38.2,9.108238,0.21977481,0.0057694037
PSYCHO / lifestyle_philosophies / modern_psychology_informed_lifestyles / self_compassion_as_life_stance / self_compassion_mindful_awareness_of_pain_practice,PSYCHO,5,1.0,38.4,10.518555,0.2196799,0.006766508
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reduce_vulnerability_and_increase_resilience / build_mastery_and_efficacy / graded_task_mastery_planning,PSYCHO,5,1.0,42.0,24.29815,0.22074182,0.010592619
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / hapa_health_action_process_approach_solutions / hapa_action_control_self_monitoring_routine,PSYCHO,5,1.0,42.4,12.768711,0.21856532,0.0045188046
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / lifestyle_performance_and_wellbeing_integration / self_compassion_after_failure_practice,PSYCHO,5,1.0,47.0,9.465728,0.21755643,0.005656911
