feature_path_full,domain,n_present_runs,presence_frequency,mean_rank_present,std_rank_present,mean_score_present,std_score_present
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / stop_threat_monitoring_and_checking,PSYCHO,5,1.0,1.4,0.48989794,0.25837365,0.0068134535
PSYCHO / cognitive_behavioral_therapies / sleep_related_cognitive_behavioral_interventions / conditioning_and_associations / relearning / reduce_time_checking_behavior,PSYCHO,5,1.0,3.6,3.382307,0.25468996,0.012701997
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reality_based_appraisal_and_reappraisal / check_the_facts / self_blaming_reappraisal_practice,PSYCHO,5,1.0,7.4,4.1761227,0.24201529,0.0062661036
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / metacognitive_beliefs / challenge_meta_beliefs / reduce_reassurance_seeking_and_checking,PSYCHO,5,1.0,9.2,2.4819348,0.23849449,0.006441179
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / safety_behavior_work / identify_and_remove / reduce_reassurance_seeking_and_checking,PSYCHO,5,1.0,9.6,8.452219,0.2392843,0.010823241
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / elicit_and_capture / clarify_meaning / specify_behavior_urge_link_to_thought,PSYCHO,5,1.0,12.0,3.4058774,0.23485787,0.0014997771
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reality_based_appraisal_and_reappraisal / check_the_facts / intent_assignment_check_practice,PSYCHO,5,1.0,12.8,10.628264,0.23735337,0.007869258
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reality_based_appraisal_and_reappraisal / check_the_facts / catastrophe_check_practice,PSYCHO,5,1.0,15.8,7.6785417,0.2319624,0.007023539
PSYCHO / lifestyle_philosophies / attention_and_focus_philosophies / digital_minimalism_and_intentional_tech / digital_minimalism_reduce_compulsive_checking_practice,PSYCHO,5,1.0,18.0,16.480291,0.23635773,0.013412475
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / flexible_skill_selection_in_context / early_warning_signs_to_action_routine,PSYCHO,5,1.0,18.6,15.278743,0.23365918,0.005711963
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reality_based_appraisal_and_reappraisal / check_the_facts / threat_appraisal_reframe_practice,PSYCHO,5,1.0,18.8,7.626271,0.22919455,0.0069448967
PSYCHO / cognitive_capacity_enhancement_and_stimulation / learning_and_memory_strategies / prospective_memory / remember_to_do / environmental_cue_placement_strategy,PSYCHO,5,1.0,21.0,28.47455,0.23679063,0.012797933
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / jumping_to_conclusions_check,PSYCHO,5,1.0,21.4,24.458944,0.2338629,0.007397526
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / contingency_and_environment / reinforcement_and_design / precommitment_to_remove_temptations,PSYCHO,5,1.0,24.4,24.14622,0.23189159,0.012011919
PSYCHO / self_and_identity_work / perfectionism_and_standards_work / reduce_reassurance_and_checking_perfectionism,PSYCHO,5,1.0,24.6,7.337575,0.2259442,0.006294758
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / evaluate / evidence_and_data / prediction_checking_with_data_log,PSYCHO,5,1.0,26.0,16.54086,0.22846329,0.008025607
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / urge_tolerance_and_surfing / compassionate_self_talk_during_urge,PSYCHO,5,1.0,26.6,16.156733,0.22826822,0.01036752
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / delay_and_alternatives / urge_triggered_ifthen_plan,PSYCHO,5,1.0,27.2,8.704021,0.2254523,0.00741205
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / cognitive_skills / self_talk_for_delay_and_choice,PSYCHO,5,1.0,27.2,10.047886,0.2257988,0.0066821487
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / lifestyle_performance_and_wellbeing_integration / self_compassion_after_failure_practice,PSYCHO,5,1.0,29.0,12.884099,0.22517343,0.0058913045
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / urge_tolerance_and_surfing / surf_the_impulse_with_breath_anchor,PSYCHO,5,1.0,31.0,19.359753,0.2266955,0.0104156565
PSYCHO / substance_use_recovery_and_behavior_change / cue_and_context_management / stimulus_control_principles / reduce_exposure_to_triggering_contexts_strategy,PSYCHO,5,1.0,31.0,30.91925,0.22899064,0.013069537
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / worry_management / contain_and_reorient / worry_to_planning_discrimination,PSYCHO,5,1.0,32.4,18.051039,0.22577552,0.009601434
PSYCHO / foundations_and_common_factors / psychoeducation_modules / learning_and_habit_change / cravings_urges_and_compulsions_psychoonly / psychoeducation_checking_reassurance_trap,PSYCHO,5,1.0,34.4,18.13946,0.2238924,0.007863675
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reality_based_appraisal_and_reappraisal / check_the_facts / check_the_facts_skill,PSYCHO,5,1.0,35.4,34.782757,0.22664185,0.00931587
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reality_based_appraisal_and_reappraisal / check_the_facts / assumption_testing_practice,PSYCHO,5,1.0,37.0,20.366638,0.22425282,0.0072213775
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / shame_guilt_and_self_attack_work / compassionate_response_to_lapse,PSYCHO,5,1.0,42.6,28.779158,0.22133294,0.005200592
PSYCHO / substance_use_recovery_and_behavior_change / cue_and_context_management / stimulus_control_principles / reconfigure_routines_to_avoid_cue_chains,PSYCHO,5,1.0,44.2,44.95064,0.22404227,0.010028525
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_efficacy_mastery_recall_practice,PSYCHO,5,1.0,45.6,16.692513,0.21973749,0.0049713193
PSYCHO / cognitive_capacity_enhancement_and_stimulation / learning_and_memory_strategies / encoding_strategies / make_it_stick / self_explanation_practice,PSYCHO,5,1.0,45.6,26.575176,0.22278102,0.008208736
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_self_monitoring_goals_and_feedback_loop,PSYCHO,5,1.0,46.6,21.583328,0.22139525,0.005668402
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / advanced_learning_enhancers / relapse_learning_prevention / self_compassion_after_exposure,PSYCHO,5,1.0,47.0,23.22068,0.22154665,0.010758571
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / reduce_threat_monitoring_practice,PSYCHO,5,1.0,47.4,12.043255,0.21945782,0.0040516956
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / change_based_skills / opposite_action_and_action_shaping / shame_to_pride_action_planning,PSYCHO,5,1.0,47.8,28.575516,0.21936274,0.005236076
PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / tolerance_of_uncertainty / cognitive_and_behavioral / letting_go_practice,PSYCHO,5,1.0,48.4,20.597088,0.2197038,0.005969809
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reality_based_appraisal_and_reappraisal / check_the_facts / mind_reading_check_practice,PSYCHO,5,1.0,53.6,54.543926,0.22298236,0.009259382
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / behavioral_skills / exit_and_reset_strategy_for_highrisk_moments,PSYCHO,5,1.0,53.8,22.595575,0.21896562,0.006540224
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / rumination_interrupt_routines,PSYCHO,5,1.0,56.8,25.332981,0.21824403,0.004622145
PSYCHO / cognitive_behavioral_therapies / problem_solving_training / implement_and_learn / action_and_review / plan_do_review_cycle,PSYCHO,5,1.0,60.4,28.646814,0.2176805,0.0039259754
PSYCHO / third_wave_and_contextual_therapies / mindfulness_based_interventions / affective_mindfulness_and_urge_work / self_validation_mindfulness_practice,PSYCHO,5,1.0,62.2,24.9992,0.21857467,0.0068821274
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / change_based_skills / opposite_action_and_action_shaping / anger_to_assertiveness_planning,PSYCHO,5,1.0,62.8,26.738737,0.21678257,0.0028736445
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / foundational_self_regulation_skills / impulse_pause_and_urge_surfing_practice,PSYCHO,5,1.0,66.2,30.485407,0.21754296,0.0073803565
PSYCHO / cognitive_capacity_enhancement_and_stimulation / reasoning_and_problem_solving_stimulation / cognitive_bias_resistance / debiasing_drills / jumping_to_conclusions_check,PSYCHO,5,1.0,68.2,33.665413,0.21739621,0.0064983065
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / assessment_and_functional_analysis / monitoring / avoidance_reduction_plan,PSYCHO,5,1.0,68.2,43.709953,0.21728006,0.007767987
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / elicit_and_capture / monitoring_and_noticing / situation_specific_belief_elicitation,PSYCHO,5,1.0,71.4,32.487534,0.2159729,0.006001333
PSYCHO / core_psychological_skills_toolkits / executive_function_and_self_management / initiation_and_followthrough / start_and_persist / self_monitor_then_adjust_skill,PSYCHO,5,1.0,75.2,22.89454,0.21495955,0.004322638
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / contingency_and_environment / reinforcement_and_design / response_cost_self_administered,PSYCHO,5,1.0,77.0,49.674946,0.21619658,0.0057842843
PSYCHO / change_process_and_therapeutic_phases / meaning_update / cognitive_belief_and_rule_updating / reattribute_threat_to_arousal_sensitivity_practice,PSYCHO,5,1.0,78.4,38.024204,0.21540673,0.0036907357
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / reality_based_appraisal_and_reappraisal / check_the_facts / perspective_taking_reappraisal,PSYCHO,5,1.0,78.8,41.305687,0.21608248,0.005938276
PSYCHO / foundations_and_common_factors / case_formulation_and_treatment_planning / self_regulation_cycle_map,PSYCHO,5,1.0,79.4,64.17975,0.2173452,0.010134726
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / cognitive_and_attentional_skill_building / rumination_interruption_protocol,PSYCHO,5,1.0,80.8,16.630093,0.21411371,0.003949129
PSYCHO / humanistic_and_experiential_therapies / emotion_focused_therapy / self_interruption_awareness,PSYCHO,5,1.0,84.4,47.756046,0.21469608,0.0069554113
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / change_based_skills / emotion_exposure_and_willingness / willingness_to_feel_practice,PSYCHO,5,1.0,87.4,50.416664,0.2146403,0.0058422545
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / contingency_and_environment / reinforcement_and_design / commitment_device_self_administered,PSYCHO,5,1.0,87.4,55.391697,0.21501133,0.0069614146
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / mindfulness_skills / urge_observation_practice,PSYCHO,5,1.0,92.4,46.74441,0.2146095,0.0073778573
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / protection_motivation_theory_solutions / pmt_fear_to_action_channeling_plan,PSYCHO,5,1.0,92.8,47.372566,0.21373641,0.0050970786
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / control_theory_and_self_regulation_solutions / implementation_intentions_ifthen_design_routine,PSYCHO,5,1.0,95.4,46.85979,0.21320143,0.0041033905
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / environmental_and_social_system_design / remove_temptations_precommitment_plan,PSYCHO,5,1.0,95.6,49.548363,0.21329038,0.0068143564
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / foundational_self_regulation_skills / attention_reset_60_second_practice,PSYCHO,5,1.0,98.6,30.440762,0.21225962,0.0013045305
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / foundational_self_regulation_skills / coping_plan_structure_noncrisis,PSYCHO,5,1.0,104.0,38.17329,0.21200617,0.0020305745
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / restructure_and_install / belief_strength_modulation / cognitive_reframing_of_intentionality,PSYCHO,5,1.0,106.0,26.487732,0.21144967,0.0027791492
PSYCHO / foundations_and_common_factors / psychoeducation_modules / stress_and_arousal / self_regulation_cycles / psychoeducation_window_of_tolerance_concept,PSYCHO,5,1.0,109.0,40.358395,0.21096802,0.005606333
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / evaluate / socratic_and_guided_discovery / self_distancing_reappraisal,PSYCHO,5,1.0,109.0,58.216835,0.21210842,0.009250902
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / cognitive_skills / cognitive_reframe_craving_is_timelimited,PSYCHO,5,1.0,109.6,50.09032,0.2119017,0.008277929
PSYCHO / change_process_and_therapeutic_phases / skill_acquisition / foundational_self_regulation_skills / micro_recovery_routines_design,PSYCHO,5,1.0,113.6,26.043041,0.21069829,0.0020359415
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / emotion_linked_reappraisal / threat_and_anxiety / reattribute_threat_to_arousal_sensitivity,PSYCHO,5,1.0,114.8,62.6016,0.21253867,0.010147872
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / postpone_analysis_and_ruminate_less,PSYCHO,5,1.0,116.2,52.992073,0.21109994,0.00559766
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / response_prevention_core / response_prevention_planning,PSYCHO,5,1.0,116.8,26.346916,0.21029499,0.004859725
PSYCHO / cognitive_and_metacognitive_interventions / cognitive_remediation_and_rehabilitation / inhibition_strategy_training,PSYCHO,5,1.0,121.0,34.48478,0.20969763,0.0055327876
PSYCHO / change_process_and_therapeutic_phases / experiential_disconfirmation / exposure_and_inhibitory_learning_protocol / response_prevention_planning,PSYCHO,5,1.0,121.4,22.428553,0.20965847,0.0043828962
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / elicit_and_capture / monitoring_and_noticing / self_talk_transcription_practice,PSYCHO,5,1.0,127.4,34.07404,0.2093108,0.0046478435
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / protection_motivation_theory_solutions / pmt_self_efficacy_build_plan,PSYCHO,5,1.0,138.4,28.182264,0.2086461,0.003951618
PSYCHO / cognitive_behavioral_therapies / schema_focused_cbt_derivatives / change_techniques / behavioral_pattern_change / practice_and_planning / self_compassionate_inner_dialogue,PSYCHO,5,1.0,141.0,34.704468,0.20828047,0.0053750775
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / cognitive_confidence_recalibration,PSYCHO,5,1.0,142.8,29.4238,0.20811942,0.0039104107
PSYCHO / cognitive_behavioral_therapies / problem_solving_training / implement_and_learn / action_and_review / contingency_planning_if_blockers,PSYCHO,5,1.0,143.8,41.383087,0.20822385,0.004521484
PSYCHO / change_process_and_therapeutic_phases / behavior_change_theories_and_modern_protocol_arcs / social_cognitive_theory_solutions / sct_outcome_expectancy_reality_testing,PSYCHO,5,1.0,146.6,24.088173,0.2076637,0.0046656053
PSYCHO / cognitive_behavioral_therapies / problem_solving_training / implement_and_learn / action_and_review / implementation_barrier_check,PSYCHO,4,0.8,40.75,13.479151,0.22070304,0.0067294845
PSYCHO / third_wave_and_contextual_therapies / compassion_focused_interventions / self_criticism_to_compassion_reframe,PSYCHO,4,0.8,54.5,37.245804,0.22067139,0.011413312
PSYCHO / change_process_and_therapeutic_phases / experiential_disconfirmation / experiential_work_readiness_and_safety / window_of_tolerance_check_and_adjust,PSYCHO,4,0.8,55.25,38.14692,0.2193046,0.009631666
PSYCHO / cognitive_capacity_enhancement_and_stimulation / learning_and_memory_strategies / prospective_memory / remember_to_do / time_based_prospective_memory_strategy_schedulefree,PSYCHO,4,0.8,58.75,59.70919,0.22353765,0.012687591
PSYCHO / cognitive_behavioral_therapies / behavior_change_and_activation / contingency_and_environment / reinforcement_and_design / contingency_management_self_administered,PSYCHO,4,0.8,67.75,14.922718,0.2163024,0.005060148
PSYCHO / cognitive_capacity_enhancement_and_stimulation / learning_and_memory_strategies / prospective_memory / remember_to_do / implementation_intention_for_prospective_memory,PSYCHO,4,0.8,70.5,74.95499,0.22079222,0.006791782
PSYCHO / substance_use_recovery_and_behavior_change / cue_and_context_management / stimulus_control_principles / plan_safe_exits_from_risky_situations,PSYCHO,4,0.8,71.0,19.14419,0.21608816,0.006182117
PSYCHO / change_process_and_therapeutic_phases / maintenance_and_transfer / relapse_prevention_and_stability / rapid_return_to_routine_protocol,PSYCHO,4,0.8,81.0,37.68952,0.21403804,0.0055256006
PSYCHO / cognitive_capacity_enhancement_and_stimulation / program_setup_and_transfer / metacognitive_scaffolding / monitor_and_adjust / error_awareness_then_correction_routine,PSYCHO,4,0.8,81.5,55.97544,0.21471566,0.007923819
PSYCHO / third_wave_and_contextual_therapies / dbt_skills_based_therapy / emotion_regulation_skills / emotion_literacy_and_awareness / identify_and_name / name_the_emotion_to_tame_practice,PSYCHO,4,0.8,82.0,39.918667,0.21417974,0.0028182329
PSYCHO / trauma_memory_imagery_and_narrative_work / trauma_focused_cbt_components / stabilization_readiness_check_framework,PSYCHO,4,0.8,82.5,58.930042,0.21584041,0.010000916
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / classical_conditioning_and_counterconditioning / counterconditioning_and_inhibitory_learning_integration / relaxation_as_safety_behavior_risk_check,PSYCHO,4,0.8,87.75,31.971666,0.21450682,0.0068159727
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / emotion_linked_reappraisal / anger_and_moral_appraisal / intent_assignment_check_practice,PSYCHO,4,0.8,90.25,39.650818,0.2142848,0.004227207
PSYCHO / substance_use_recovery_and_behavior_change / affect_regulation_for_recovery / interpersonal_affect_triggers / repair_after_conflict_to_prevent_use_urges,PSYCHO,4,0.8,94.5,47.61565,0.21407554,0.006640724
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / flexible_skill_selection_in_context / stop_rules_for_maladaptive_coping_practice,PSYCHO,4,0.8,96.5,20.155643,0.21191208,0.004639604
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / habit_reversal_family / awareness_training_for_urges,PSYCHO,4,0.8,103.75,49.23096,0.21282181,0.009752702
PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / elicit_and_capture / monitoring_and_noticing / thought_monitoring_log,PSYCHO,4,0.8,104.25,39.347015,0.21074307,0.006139773
PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / implementation_and_routine_building / accountability_checkin_routine,PSYCHO,4,0.8,105.75,25.974747,0.21039471,0.0024888248
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / worry_rumination_postponement,PSYCHO,4,0.8,108.25,55.96595,0.21251437,0.0059367674
PSYCHO / cognitive_behavioral_therapies / exposure_and_inhibitory_learning / response_prevention_and_urge_work / delay_and_alternatives / delay_and_distract_urge_skills,PSYCHO,4,0.8,108.75,44.64513,0.21242578,0.008283544
PSYCHO / self_and_identity_work / perfectionism_and_standards_work / compassionate_response_to_inner_critic,PSYCHO,4,0.8,109.5,26.556543,0.2104615,0.0058841505
PSYCHO / substance_use_recovery_and_behavior_change / craving_and_urge_management / behavioral_skills / remove_self_from_cue_rich_context_skill,PSYCHO,4,0.8,109.75,33.229317,0.21246524,0.005806233
PSYCHO / core_psychological_skills_toolkits / compassionate_self_relating_and_inner_support / compassionate_cognition / reframes_and_voice / self_criticism_to_care_reframe,PSYCHO,4,0.8,113.0,51.434425,0.21071412,0.0077525578
PSYCHO / cognitive_and_metacognitive_interventions / metacognitive_and_attention_based_interventions / modify_beliefs_about_thought_danger,PSYCHO,4,0.8,113.5,50.865017,0.21186145,0.007075992
